is_std,ftd_price,min_level,avg_win_stddevsamp,max_win_stddevsamp,min_win_stddevsamp,num_days_ooc_rate,sum_total_ooc_rate,mailbox_wb_rate,mailbox_vault_key_chips_rate,mailbox_vault_coins_rate,spins_completed_rate,avg_wager,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,avg_daily_bonus_amount,max_daily_bonus_amount,min_daily_bonus_amount,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_silver_rate,wildball_gold_rate,wildball_ruby_rate,wildball_emerald_rate,wildball_specia_diamond_rate,vv_completed_rate
0,4.99,136,2.64,4.69,0.82,0.86,1.00,0.00,0.14,0.14,109,516462,0.53,0.76,0.24,4,10,0,9535714,52000000,750000,0.00,0.00,0.14,1.00,0.00,0.00,0.00,0.00,0.43
1,9.99,72,3.96,5.10,2.26,0.00,0.00,0.00,0.00,0.00,254,673093,0.60,0.72,0.43,6,11,2,1000000,1000000,1000000,0.00,0.33,0.00,0.20,0.40,0.00,0.00,0.40,0.33
1,4.99,30,4.30,7.33,0.71,0.33,0.33,0.00,0.00,0.00,254,285398,0.76,1.31,0.19,193,341,16,950000,1200000,800000,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,4.99,88,2.62,8.50,0.29,1.00,3.00,0.33,0.00,0.33,127,1618837,0.49,0.91,0.15,0,0,0,1041666,1800000,750000,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00
0,4.99,47,4.79,13.52,1.70,0.00,0.00,0.00,0.00,0.00,109,53432,1.30,3.51,0.59,3881,4254,2359,1278571,2000000,800000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,33,2.64,4.06,0.86,1.00,16.00,0.33,0.00,0.17,127,200961,0.56,0.89,0.29,7,22,0,1500000,2700000,700000,0.00,0.17,0.00,0.00,0.33,0.00,0.33,0.33,0.00
0,4.99,72,1.87,4.74,1.07,0.00,0.00,0.00,0.00,0.00,152,239437,0.66,0.95,0.40,244,340,184,900000,950000,850000,0.00,0.20,0.20,0.33,0.33,0.00,0.00,0.33,0.00
0,4.99,75,6.49,17.12,1.51,1.00,1.50,0.00,0.00,0.00,191,1476651,0.75,0.93,0.59,2,6,0,2366666,3200000,1200000,0.00,0.25,0.25,0.40,0.40,0.00,0.20,0.00,0.50
0,2.99,64,6.46,12.66,0.29,0.33,4.33,0.00,0.00,0.00,127,505354,0.76,1.04,0.16,19,34,0,2150000,4000000,750000,0.00,0.17,0.17,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,115,2.59,2.59,2.59,0.20,0.80,0.00,0.00,0.00,152,1576224,0.74,0.74,0.74,0,0,0,950000,950000,950000,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00
1,4.99,67,5.02,6.29,4.29,0.33,0.67,0.33,0.00,0.00,254,3625889,1.00,1.16,0.81,50,65,37,1483333,1750000,1000000,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00
1,4.99,71,5.12,6.20,4.50,0.67,1.00,0.00,0.00,0.00,254,591185,0.78,0.80,0.78,2,5,0,1183333,1550000,800000,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00
0,99.99,155,4.57,5.76,3.48,0.20,0.20,0.00,0.00,0.00,153,70751556,0.85,1.25,0.48,2071,8119,52,1866666,3350000,950000,1.00,0.40,0.00,0.50,0.17,0.00,0.33,0.00,0.20
1,9.99,51,4.12,6.68,1.31,0.67,40.33,0.00,0.00,0.33,254,1556165,0.65,0.88,0.49,69,173,0,850000,950000,800000,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.67
0,2.99,51,2.43,4.26,0.89,0.29,1.00,0.00,0.14,0.00,109,131524,0.61,0.83,0.24,7,18,0,1383333,2550000,750000,0.00,0.00,0.00,0.25,0.50,0.00,0.25,0.00,0.00
1,4.99,48,2.87,4.09,1.81,1.00,7.00,0.67,0.33,0.33,254,469203,0.60,0.63,0.58,23,46,0,1200000,2000000,700000,0.00,0.00,0.00,0.20,0.60,0.00,0.20,0.00,0.33
0,4.99,360,4.22,7.72,0.45,0.50,0.50,0.00,0.00,0.13,95,1525440,0.50,0.91,0.17,10,29,0,916666,1000000,750000,0.00,0.00,0.13,0.20,0.60,0.20,0.00,0.00,0.25
0,4.99,253,4.00,8.54,1.27,0.63,0.75,0.00,0.00,0.00,96,767077,0.77,1.03,0.40,86,330,0,1190000,2200000,850000,0.50,0.25,0.00,0.00,0.75,0.00,0.25,0.00,0.00
1,4.99,48,3.15,5.08,0.57,0.50,1.25,0.00,0.25,0.00,191,1459903,0.80,1.00,0.33,38,61,0,1787500,4000000,600000,0.00,0.25,0.00,0.50,0.33,0.00,0.17,0.00,0.00
0,4.99,28,1.83,2.20,1.32,0.00,0.00,0.00,0.00,0.50,191,51004,0.60,0.70,0.54,4561,5248,2814,912500,1200000,600000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,114,6.43,11.86,3.68,0.00,0.00,0.00,0.13,0.13,96,6915811,1.31,2.64,0.63,238,487,27,1190000,2000000,700000,0.00,0.13,0.00,0.70,0.20,0.00,0.10,0.00,0.13
0,2.99,46,4.13,5.61,1.63,1.00,3.67,0.00,0.00,0.00,255,271490,0.74,0.89,0.66,0,1,0,1183333,2000000,750000,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,36,2.29,2.57,1.83,0.50,0.25,0.25,0.00,0.25,191,149132,0.59,0.69,0.48,111,183,0,650000,700000,550000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,240,4.19,10.02,1.05,0.00,0.00,0.13,0.00,0.25,96,2022246,0.85,1.33,0.18,159,259,100,881250,1350000,550000,0.00,0.38,0.25,0.20,0.20,0.00,0.00,0.60,0.50
0,4.99,69,3.45,6.09,0.18,0.50,0.50,0.00,0.00,0.00,128,329706,0.54,0.90,0.10,0,0,0,1016666,1350000,700000,0.00,0.00,0.00,0.57,0.00,0.14,0.14,0.14,0.33
0,9.99,269,1.65,3.44,0.27,0.71,2.29,0.00,0.00,0.14,109,792132,0.45,0.73,0.10,3,7,0,1241666,2000000,750000,0.00,0.14,0.14,0.00,1.00,0.00,0.00,0.00,0.14
1,9.99,36,2.23,3.10,1.11,0.00,0.00,0.33,0.00,0.67,255,537698,0.64,0.82,0.46,229,642,4,1400000,2300000,700000,0.00,0.33,0.00,0.00,0.50,0.00,0.00,0.50,0.00
0,4.99,242,4.05,16.05,0.20,1.00,13.75,0.00,0.00,0.38,96,684888,0.56,1.16,0.04,10,37,0,1591666,2400000,950000,0.00,0.25,0.13,0.00,0.00,0.00,0.00,1.00,0.38
0,4.99,41,8.03,15.71,4.11,0.33,0.67,0.33,0.00,0.00,255,1263346,1.20,2.18,0.69,244,488,41,1033333,1350000,850000,0.00,0.33,0.33,0.57,0.43,0.00,0.00,0.00,0.00
0,4.99,139,2.64,5.72,1.02,0.86,0.86,0.00,0.00,0.00,109,927504,0.62,0.91,0.41,50,132,0,1216666,1800000,800000,0.00,0.14,0.29,0.00,0.00,0.00,0.00,1.00,0.14
1,4.99,100,1.81,5.56,0.22,0.83,1.00,0.00,0.00,0.00,128,296938,0.42,0.64,0.15,0,0,0,1733333,2400000,750000,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.17
0,4.99,131,4.45,8.76,1.30,0.14,0.29,0.00,0.00,0.00,109,1209820,0.74,0.88,0.48,7,30,0,1587500,4000000,700000,0.00,0.00,0.14,0.40,0.60,0.00,0.00,0.00,0.14
1,4.99,83,2.07,3.67,1.13,0.67,4.67,0.00,0.00,0.00,255,625669,0.66,0.91,0.50,38,76,0,950000,1350000,700000,0.00,0.33,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,4.99,120,4.42,8.64,0.08,1.00,0.83,0.00,0.00,0.00,128,651467,0.64,0.98,0.04,0,0,0,1410000,2350000,550000,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.17
0,4.99,56,8.54,8.54,8.54,0.25,0.25,0.00,0.00,0.00,192,104983,0.93,0.93,0.93,864,864,864,1200000,1200000,1200000,0.00,0.50,0.00,0.33,0.67,0.00,0.00,0.00,0.00
1,9.99,51,2.93,5.33,0.59,0.33,0.33,0.00,0.00,0.00,256,298027,0.46,0.62,0.24,415,944,137,950000,950000,950000,0.00,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.33
0,4.99,55,3.50,11.07,0.96,1.00,3.57,0.14,0.00,0.00,110,362243,0.56,0.89,0.20,0,0,0,1225000,2100000,750000,0.00,0.14,0.14,0.83,0.17,0.00,0.00,0.00,0.14
1,4.99,68,2.51,3.79,1.53,0.80,0.60,0.00,0.00,0.20,153,452772,0.73,0.91,0.55,117,250,0,1090000,2000000,750000,0.00,0.20,0.00,0.00,0.00,0.00,0.50,0.50,0.20
1,9.99,44,2.67,5.21,0.88,0.20,0.20,0.00,0.00,0.00,153,2470289,0.73,1.14,0.29,33,70,0,2666666,4700000,1300000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,81,3.62,6.70,0.86,0.67,0.50,0.00,0.17,0.17,128,944249,0.73,1.13,0.41,25,72,0,1340000,2200000,700000,0.00,0.33,0.17,0.40,0.60,0.00,0.00,0.00,0.50
0,4.99,109,1.51,4.14,0.77,0.83,7.83,0.00,0.00,0.17,128,250039,0.50,0.74,0.30,51,202,0,866666,1350000,550000,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00
0,9.99,68,1.33,3.58,0.17,0.86,0.43,0.14,0.00,0.57,110,866259,0.46,0.75,0.10,37,106,0,1391666,3650000,700000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.14
0,4.99,121,2.62,9.54,0.09,0.80,1.80,0.00,0.00,0.20,153,1952288,0.32,0.88,0.05,0,0,0,2262500,4000000,750000,0.00,0.20,0.20,0.25,0.50,0.00,0.25,0.00,0.20
0,4.99,35,3.29,6.79,0.32,1.00,0.50,0.00,0.00,0.17,128,274074,0.54,0.77,0.10,326,653,0,950000,1350000,700000,0.00,0.17,0.33,0.25,0.50,0.00,0.25,0.00,0.00
0,24.99,67,4.60,9.65,1.58,0.25,3.75,0.00,0.00,0.00,192,704515,1.03,2.46,0.23,4135,11310,325,1016666,1500000,750000,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00
0,4.99,95,1.61,3.77,0.39,0.83,0.50,0.00,0.00,0.17,128,286259,0.44,0.73,0.17,4,11,0,1050000,1350000,800000,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00
1,2.99,105,2.54,3.82,1.53,0.17,0.17,0.17,0.00,0.50,128,249320,0.74,0.86,0.66,30,73,3,983333,1000000,950000,0.00,0.00,0.17,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,80,1.78,4.60,0.04,0.83,1.67,0.33,0.00,0.00,128,343066,0.41,0.77,0.01,236,941,0,1400000,2000000,800000,0.00,0.17,0.00,1.00,0.00,0.00,0.00,0.00,0.17
1,4.99,330,3.28,9.25,0.56,0.83,0.17,0.00,0.17,0.17,128,1364710,0.86,1.92,0.38,75,201,0,1587500,2600000,750000,0.00,0.17,0.00,0.50,0.25,0.25,0.00,0.00,0.17
1,4.99,57,7.16,12.34,1.76,1.00,1.00,0.00,0.00,0.00,256,4060620,0.95,1.21,0.82,45,134,1,883333,1000000,800000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,184,1.91,3.65,0.86,0.00,0.00,0.00,0.00,0.00,96,295661,0.48,0.83,0.31,26,40,2,1250000,2000000,700000,0.00,0.00,0.13,0.50,0.00,0.00,0.00,0.50,0.00
0,4.99,56,3.31,6.43,1.28,1.00,62.25,0.00,0.00,0.00,192,750236,0.65,0.79,0.45,0,0,0,1375000,1900000,950000,0.00,0.25,0.25,0.75,0.25,0.00,0.00,0.00,0.00
0,4.99,100,1.90,3.67,0.37,1.00,2.25,0.00,0.00,0.25,96,471271,0.45,0.89,0.18,0,1,0,1087500,2000000,700000,0.00,0.25,0.25,0.00,0.60,0.00,0.00,0.40,0.00
1,4.99,61,4.80,8.87,0.95,0.75,0.25,0.00,0.00,0.00,192,1328299,0.79,1.26,0.48,25,68,0,916666,1000000,800000,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.00,0.00
0,4.99,98,1.90,7.43,0.15,0.83,22.17,0.00,0.00,0.00,128,255375,0.32,0.56,0.07,0,0,0,1330000,2000000,850000,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,378,2.23,4.98,0.35,0.00,0.00,0.00,0.00,0.17,128,3105780,0.64,1.04,0.21,28,72,3,1520000,3350000,700000,1.00,0.17,0.33,0.25,0.75,0.00,0.00,0.00,0.17
1,4.99,69,3.65,15.09,0.00,1.00,1.20,0.20,0.00,0.20,154,556755,0.48,0.94,0.00,0,0,0,987500,1200000,800000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.99,86,4.81,11.19,1.01,1.00,1.50,0.00,0.00,0.25,193,661935,0.68,0.87,0.42,0,0,0,1087500,1400000,800000,0.00,0.00,0.25,0.33,0.67,0.00,0.00,0.00,0.25
0,24.99,123,5.49,24.70,0.03,0.71,0.86,0.00,0.00,0.14,110,38146912,1.26,5.00,0.02,67,213,0,1328571,4000000,550000,1.00,0.29,0.14,0.43,0.43,0.00,0.00,0.14,0.29
0,4.99,53,6.55,12.98,1.66,0.00,0.00,0.33,0.00,0.00,257,88432,1.14,1.62,0.64,605,649,523,1416666,2000000,900000,0.00,0.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00
0,4.99,101,3.58,17.36,0.77,1.00,18.00,0.00,0.00,0.14,110,694630,0.57,0.98,0.34,0,1,0,950000,1350000,800000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,66,2.96,6.37,0.57,1.00,3.25,0.25,0.00,0.25,193,442876,0.53,0.87,0.12,0,0,0,1166666,1600000,900000,0.00,0.00,0.00,0.60,0.40,0.00,0.00,0.00,0.25
0,2.99,57,4.20,6.30,1.25,0.25,0.50,0.00,0.00,0.00,193,226844,1.09,1.80,0.43,124,188,18,1375000,2050000,700000,0.00,0.25,0.25,0.50,0.50,0.00,0.00,0.00,0.00
0,4.99,136,2.02,4.60,0.28,0.00,0.00,0.00,0.00,0.14,110,524894,0.53,0.86,0.09,438,1071,140,930000,1200000,750000,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00
0,9.99,165,2.18,5.41,0.99,0.17,0.17,0.00,0.00,0.17,129,677375,0.56,0.76,0.39,88,251,8,1230000,2200000,550000,0.00,0.00,0.17,0.00,1.00,0.00,0.00,0.00,0.00
0,4.99,68,4.67,5.17,4.17,0.33,0.67,0.33,0.00,0.33,257,905634,0.87,1.09,0.65,105,116,95,1900000,2000000,1800000,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
1,4.99,74,1.80,4.76,0.40,0.60,0.20,0.00,0.00,0.00,154,2698638,0.53,1.09,0.21,47,139,0,1375000,2000000,800000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,74,2.82,4.88,0.36,1.00,1.33,0.00,0.00,0.00,257,464102,0.53,0.83,0.12,1,2,0,1183333,1850000,750000,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00
0,4.99,69,2.91,5.85,0.24,0.86,15.43,0.14,0.00,0.00,110,508093,0.57,0.90,0.12,6,19,0,990000,1400000,800000,0.00,0.14,0.14,1.00,0.00,0.00,0.00,0.00,0.00
1,9.99,85,2.98,8.19,0.28,1.00,2.67,0.00,0.00,0.00,257,1578057,0.40,0.86,0.11,0,0,0,1066666,1350000,850000,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.60,0.00
0,4.99,43,3.57,8.33,0.69,0.83,0.50,0.00,0.00,0.17,129,272224,1.24,4.57,0.28,110,330,0,900000,1200000,700000,0.00,0.17,0.17,0.67,0.33,0.00,0.00,0.00,0.00
0,9.99,44,5.69,11.60,1.10,0.33,0.33,0.00,0.00,0.00,257,1202490,1.02,1.89,0.51,117,191,0,1000000,1350000,700000,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00
0,4.99,30,4.71,8.96,2.05,0.00,0.00,0.00,0.00,0.00,154,216778,1.02,1.73,0.67,263,306,222,1250000,1400000,1000000,0.00,0.20,0.00,0.75,0.25,0.00,0.00,0.00,0.20
0,4.99,58,2.37,3.66,0.31,1.00,23.40,0.40,0.00,0.20,154,151501,0.40,0.60,0.15,0,1,0,1480000,2000000,750000,0.00,0.40,0.40,0.33,0.33,0.33,0.00,0.00,0.00
0,4.99,150,20.76,95.27,0.00,0.83,0.17,0.00,0.00,0.00,129,5606580,0.56,0.94,0.00,0,0,0,930000,1300000,700000,0.00,0.00,0.00,0.60,0.30,0.00,0.10,0.00,0.00
0,4.99,118,1.71,4.32,0.38,0.75,1.00,0.00,0.00,0.25,193,376955,0.38,0.73,0.19,0,0,0,1500000,1800000,1200000,0.00,0.00,0.25,0.25,0.75,0.00,0.00,0.00,0.25
0,4.99,28,5.05,7.00,1.79,0.25,4.75,0.00,0.00,0.00,193,1245904,1.06,1.91,0.57,366,1237,29,1012500,1350000,700000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,34,2.74,5.02,0.48,0.20,0.40,0.00,0.00,0.20,154,657499,0.57,0.94,0.22,87,293,7,1037500,1350000,700000,0.00,0.00,0.20,0.00,0.50,0.00,0.50,0.00,0.00
1,9.99,55,2.80,3.70,0.95,0.00,0.00,0.00,0.00,0.00,193,800894,0.83,1.28,0.46,34,64,8,1333333,2150000,900000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,846,4.08,7.10,0.17,0.17,0.17,0.00,0.00,0.00,129,692028,0.71,1.09,0.17,27,79,0,950000,950000,950000,0.00,0.17,0.17,0.40,0.60,0.00,0.00,0.00,0.17
0,4.99,89,2.44,5.43,0.00,1.00,6.86,0.14,0.00,0.14,110,446366,0.37,0.89,0.08,1,2,0,1171428,2350000,800000,0.00,0.00,0.14,0.17,0.83,0.00,0.00,0.00,0.14
1,9.99,103,4.33,9.09,0.13,0.75,2.50,0.00,0.00,0.00,193,1178367,0.81,1.80,0.07,44,89,0,1433333,2300000,750000,1.00,0.50,0.00,0.00,0.50,0.50,0.00,0.00,0.00
1,4.99,106,2.28,4.50,0.66,0.80,17.40,0.00,0.00,0.00,155,1086243,0.51,0.91,0.20,2,4,0,1387500,2400000,800000,0.00,0.20,0.20,0.75,0.25,0.00,0.00,0.00,0.20
0,9.99,48,4.52,9.40,0.85,0.67,0.67,0.00,0.00,0.00,258,3981950,0.86,1.40,0.36,83,235,0,1666666,2600000,700000,0.00,0.33,0.33,0.25,0.75,0.00,0.00,0.00,0.00
0,9.99,108,2.24,5.33,0.45,1.00,2.50,0.00,0.00,0.50,193,1826184,0.52,0.90,0.15,0,0,0,1337500,1700000,950000,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00
1,4.99,196,3.89,7.49,1.08,0.20,0.20,0.00,0.00,0.20,155,7309592,0.79,1.26,0.40,52,99,7,1390000,2300000,1000000,0.00,0.20,0.20,0.50,0.33,0.00,0.17,0.00,0.40
0,4.99,116,2.80,4.88,0.87,0.17,0.17,0.00,0.00,0.17,129,262824,0.80,1.35,0.30,322,415,231,1583333,4000000,800000,0.00,0.33,0.00,0.50,0.50,0.00,0.00,0.00,0.17
1,4.99,30,1.87,3.21,0.26,0.20,3.80,0.00,0.00,0.20,155,586238,0.53,0.96,0.13,185,552,42,975000,1600000,550000,0.00,0.00,0.00,0.60,0.40,0.00,0.00,0.00,0.00
0,2.99,85,1.90,4.33,0.05,1.00,23.80,0.00,0.00,0.60,155,423362,0.43,0.93,0.02,0,0,0,800000,900000,550000,0.00,0.20,0.20,0.00,1.00,0.00,0.00,0.00,0.20
0,4.99,51,3.39,4.96,1.68,1.00,20.33,0.00,0.00,0.00,258,268582,0.63,0.78,0.45,0,1,0,1366666,2000000,750000,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00
0,4.99,60,2.30,5.36,0.71,0.80,8.20,0.00,0.00,0.20,155,488683,0.51,0.75,0.34,22,64,0,1200000,1350000,900000,0.00,0.20,0.20,0.00,1.00,0.00,0.00,0.00,0.00
0,4.99,53,2.94,3.89,0.44,0.80,1.60,0.00,0.00,0.60,155,360882,0.55,0.77,0.13,0,1,0,983333,1200000,850000,0.00,0.00,0.20,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,47,4.99,7.22,2.83,0.25,0.50,0.00,0.00,0.25,194,164893,1.15,1.99,0.45,79,141,2,1212500,2000000,950000,0.00,0.25,0.50,0.67,0.00,0.00,0.00,0.33,0.00
0,4.99,26,4.59,11.31,1.18,0.67,8.17,0.00,0.00,0.00,129,94660,0.45,0.85,0.28,0,0,0,816666,900000,700000,0.00,0.00,0.00,0.40,0.40,0.00,0.20,0.00,0.00
0,4.99,101,1.87,6.96,0.00,0.86,1.43,0.00,0.00,0.00,111,340681,0.38,0.68,0.00,0,0,0,1140000,1550000,700000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,103,1.38,2.96,0.05,0.67,1.50,0.17,0.00,0.17,129,350234,0.46,0.84,0.05,0,0,0,650000,750000,550000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,80,3.23,8.66,0.25,0.00,0.00,0.00,0.17,0.00,129,2569839,0.84,1.54,0.11,37,76,3,1730000,4000000,550000,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00
0,4.99,80,2.75,4.67,0.83,0.33,0.33,0.33,0.00,0.00,258,384488,0.60,0.91,0.30,185,238,132,4000000,4000000,4000000,1.00,0.33,0.00,0.50,0.25,0.00,0.25,0.00,0.33
0,4.99,57,5.04,12.07,1.60,0.20,2.20,0.00,0.00,0.00,155,249808,0.69,0.99,0.46,45,84,11,1350000,2050000,550000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
1,24.99,76,6.34,15.76,0.93,0.20,0.40,0.00,0.00,0.00,155,3996481,0.96,1.29,0.64,63,89,53,866666,950000,800000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,2.99,110,3.80,6.12,1.48,0.75,4.00,0.00,0.00,0.00,194,372802,0.72,0.92,0.43,4,12,0,1733333,2400000,900000,0.00,0.50,0.25,0.40,0.60,0.00,0.00,0.00,0.25
0,9.99,106,4.10,9.52,0.37,0.86,0.71,0.00,0.00,0.00,111,3729191,0.77,0.92,0.24,9,29,0,1314285,2700000,700000,0.00,0.29,0.14,0.88,0.13,0.00,0.00,0.00,0.14
0,4.99,158,1.83,6.12,0.38,0.43,0.71,0.00,0.00,0.00,111,828873,0.44,1.07,0.15,30,88,0,987500,1350000,550000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,126,4.59,7.49,1.70,0.14,5.29,0.00,0.00,0.00,111,522565,0.65,0.89,0.42,38,58,18,1100000,1200000,1000000,0.00,0.14,0.14,0.00,1.00,0.00,0.00,0.00,0.14
1,2.99,57,3.99,6.42,1.61,0.33,18.67,0.00,0.00,0.00,259,193078,0.70,0.87,0.40,8,19,0,883333,1000000,800000,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,39,1.91,4.67,0.34,0.86,0.43,0.00,0.00,0.00,111,270513,0.53,0.79,0.24,2,4,0,1466666,4000000,700000,0.00,0.14,0.14,0.00,0.00,0.00,0.00,1.00,0.00
0,4.99,134,2.12,3.74,0.55,0.25,0.38,0.00,0.00,0.00,97,252502,0.60,0.92,0.29,38,84,0,2475000,4000000,1900000,0.00,0.25,0.00,1.00,0.00,0.00,0.00,0.00,0.25
1,4.99,121,1.73,3.23,0.06,0.80,0.60,0.80,0.00,0.20,155,1138901,0.41,0.74,0.06,71,142,0,1383333,2550000,800000,0.00,0.40,0.00,0.00,0.00,0.00,0.00,1.00,0.20
0,4.99,56,2.69,5.55,0.06,0.67,3.00,0.00,0.00,0.00,129,962051,0.68,1.73,0.06,127,334,0,1200000,1900000,850000,0.00,0.17,0.00,0.25,0.63,0.00,0.00,0.13,0.17
1,4.99,60,3.24,3.35,3.13,0.50,0.25,0.00,0.00,0.00,194,346129,0.68,0.84,0.52,3,7,0,1750000,1750000,1750000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,269,3.31,9.88,0.60,0.13,0.13,0.00,0.00,0.13,97,1550169,1.07,2.66,0.37,113,170,54,1300000,4000000,800000,0.00,0.13,0.25,0.33,0.50,0.00,0.00,0.17,0.50
1,4.99,87,3.60,7.51,1.04,0.67,17.67,0.00,0.00,0.00,259,382298,0.53,0.94,0.23,17,34,0,716666,1000000,550000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.33
0,9.99,129,3.22,7.28,0.97,0.17,0.33,0.00,0.00,0.00,129,400306,0.88,1.67,0.39,751,968,484,1280000,2500000,750000,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00
1,9.99,32,6.29,10.74,2.83,0.00,0.00,0.00,0.00,0.00,259,652267,1.03,1.21,0.78,317,488,140,1525000,1750000,1300000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.99,38,3.02,5.90,0.00,0.80,2.00,0.80,0.00,0.80,155,868205,0.58,0.89,0.00,9,18,0,1900000,3350000,800000,0.00,0.40,0.20,0.56,0.33,0.11,0.00,0.00,0.40
0,4.99,70,2.79,8.89,0.18,0.00,0.00,0.00,0.00,0.25,97,498284,0.64,1.47,0.10,42,124,4,1057142,1350000,750000,0.00,0.00,0.13,0.40,0.20,0.40,0.00,0.00,0.25
0,4.99,137,5.38,15.16,0.00,0.67,6.83,0.00,0.00,0.00,130,506884,0.86,2.21,0.00,51,103,0,1580000,3200000,700000,0.00,0.17,0.17,0.00,0.80,0.00,0.20,0.00,0.17
1,24.99,248,2.61,2.87,2.29,0.60,1.80,0.20,0.00,0.20,155,536010,0.57,0.84,0.20,22,54,2,2266666,4000000,800000,0.00,0.20,0.00,0.00,0.50,0.00,0.00,0.50,0.20
0,4.99,80,2.36,5.47,0.54,0.83,1.00,0.00,0.00,0.50,130,737950,0.50,0.83,0.19,15,64,0,1916666,4000000,550000,0.00,0.17,0.00,0.40,0.60,0.00,0.00,0.00,0.17
0,4.99,48,3.87,8.77,1.24,0.13,0.13,0.00,0.00,0.00,97,578989,1.09,2.35,0.37,148,593,28,1220000,2000000,700000,0.00,0.25,0.00,0.20,0.80,0.00,0.00,0.00,0.38
0,4.99,65,1.94,4.20,0.00,1.00,0.50,0.00,0.00,0.00,130,424428,0.52,1.26,0.00,180,360,0,1025000,1950000,800000,0.00,0.17,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0,4.99,133,2.30,7.66,0.10,1.00,27.71,0.00,0.00,0.43,111,1120606,0.48,0.84,0.03,8,16,0,1492857,4000000,550000,0.00,0.29,0.14,0.33,0.00,0.00,0.33,0.33,0.14
1,4.99,435,1.55,2.84,0.53,1.00,4.33,0.00,0.00,0.33,259,296081,0.41,0.53,0.28,1,2,0,1600000,2700000,800000,0.00,0.00,0.33,0.33,0.67,0.00,0.00,0.00,0.33
0,4.99,122,3.03,5.97,0.56,0.00,0.00,0.00,0.00,0.14,111,2855973,0.84,1.23,0.32,38,71,14,1258333,2000000,750000,0.00,0.14,0.14,0.40,0.60,0.00,0.00,0.00,0.00
