is_std,ftd_price,min_level,avg_win_stddevsamp,max_win_stddevsamp,min_win_stddevsamp,num_days_ooc_rate,sum_total_ooc_rate,mailbox_wb_rate,mailbox_vault_key_chips_rate,mailbox_vault_coins_rate,spins_completed_rate,avg_wager,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,avg_daily_bonus_amount,max_daily_bonus_amount,min_daily_bonus_amount,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_silver_rate,wildball_gold_rate,wildball_ruby_rate,wildball_emerald_rate,wildball_specia_diamond_rate,vv_completed_rate
0,24.99,39,8.08,15.15,2.49,0.14,0.14,0.14,0.00,0.00,375,335582,2.83,10.84,0.60,3238,6647,1200,1257142,2000000,750000,0.00,0.14,0.14,0.67,0.33,0.00,0.00,0.00,0.14
1,4.99,207,3.93,4.17,3.70,1.00,148.00,0.00,0.00,0.33,875,124184,0.65,0.74,0.49,0,1,0,1216666,2000000,750000,0.00,0.00,0.00,0.46,0.23,0.08,0.08,0.15,1.00
0,4.99,49,5.04,7.42,3.52,0.17,0.17,0.00,0.00,0.00,438,186150,0.79,0.99,0.63,112,207,36,850000,900000,800000,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,2.99,37,4.72,8.04,2.63,0.50,1.50,0.00,0.00,0.33,438,107031,0.76,1.00,0.56,44,132,0,2100000,5300000,600000,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00
0,9.99,45,4.43,4.89,3.81,0.25,37.50,0.00,0.00,0.25,656,3170414,1.10,1.62,0.83,666,1884,26,900000,900000,900000,0.00,0.25,0.00,0.50,0.50,0.00,0.00,0.00,0.00
1,4.99,30,3.08,7.40,1.39,0.00,0.00,0.00,0.00,0.00,375,119877,0.80,1.06,0.54,822,2105,125,1050000,2000000,700000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,68,4.51,8.90,1.48,0.38,0.50,0.00,0.00,0.38,328,370015,0.75,1.00,0.36,31,63,0,1166666,2700000,700000,0.00,0.25,0.00,0.33,0.42,0.08,0.08,0.08,0.13
1,9.99,68,5.15,10.25,2.50,0.60,4.20,0.00,0.00,0.20,525,482544,0.78,1.01,0.48,30,60,0,900000,1200000,550000,0.00,0.20,0.20,0.25,0.38,0.00,0.38,0.00,0.40
1,9.99,40,5.14,7.60,3.35,0.00,0.00,0.00,0.00,0.33,876,229361,1.05,1.18,0.96,876,1061,654,1075000,1350000,800000,0.33,0.67,0.00,0.17,0.50,0.17,0.17,0.00,0.67
1,4.99,129,4.48,5.61,3.58,1.00,3.33,1.33,0.00,0.33,876,2282707,0.88,0.96,0.80,11,23,0,1400000,1800000,1000000,0.00,0.67,0.00,0.43,0.43,0.00,0.00,0.14,0.67
0,9.99,91,3.77,5.49,2.42,0.13,0.25,0.00,0.00,0.00,329,602678,0.82,1.22,0.60,678,967,486,1783333,2400000,950000,0.00,0.00,0.00,0.79,0.21,0.00,0.00,0.00,0.13
0,4.99,158,5.15,8.46,2.54,0.00,0.00,0.00,0.00,0.00,375,310233,0.85,1.47,0.46,268,578,12,1080000,1850000,800000,0.50,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00
1,4.99,51,5.65,8.75,3.43,0.33,0.67,0.00,0.00,0.00,876,235133,0.92,1.20,0.67,238,356,135,833333,900000,700000,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,9.99,100,3.13,6.92,0.99,0.83,0.50,0.67,0.00,0.33,438,653102,0.66,1.08,0.46,74,125,0,2280000,4000000,1000000,1.00,0.33,0.00,0.14,0.43,0.00,0.29,0.14,0.33
0,24.99,260,3.32,7.45,0.12,0.63,2.13,0.00,0.00,0.13,329,2296857,0.54,0.86,0.07,0,0,0,950000,1100000,750000,0.00,0.25,0.00,0.38,0.38,0.00,0.13,0.13,0.38
0,9.99,89,5.53,9.54,0.52,0.00,0.00,0.00,0.00,0.00,375,255561,1.12,2.16,0.23,1325,1519,1041,1435714,4000000,550000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,68,4.33,9.44,0.69,0.88,5.25,0.13,0.00,0.13,329,133069,0.62,0.89,0.30,71,313,0,943750,2000000,550000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,87,12.55,20.65,4.46,0.29,69.00,0.00,0.00,0.00,376,650133,0.88,0.91,0.85,73,147,0,800000,900000,700000,0.00,0.14,0.00,0.44,0.44,0.00,0.11,0.00,0.14
0,9.99,59,8.91,17.33,3.08,0.40,0.80,0.00,0.00,0.00,526,3748261,0.85,1.38,0.14,136,448,0,1825000,4000000,550000,1.00,0.40,0.00,0.13,0.38,0.06,0.31,0.13,0.20
0,4.99,46,3.50,7.66,1.19,0.20,0.60,0.40,0.00,0.40,526,150333,0.74,0.92,0.48,516,664,375,1375000,2850000,750000,0.00,0.20,0.20,0.67,0.17,0.00,0.00,0.17,0.40
1,4.99,529,3.94,10.41,0.95,0.40,1.00,0.00,0.00,0.20,526,8633265,0.71,1.01,0.42,21,44,0,820000,1300000,550000,1.00,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,71,6.24,7.90,4.45,0.33,1.00,0.00,0.00,0.00,877,563478,1.01,1.41,0.65,247,538,1,1150000,1350000,750000,0.20,0.67,0.33,0.30,0.40,0.10,0.20,0.00,0.00
0,4.99,117,7.67,26.47,2.23,0.13,0.13,0.00,0.00,0.25,329,360251,1.23,2.77,0.50,404,862,167,1200000,1900000,750000,0.00,0.25,0.13,0.35,0.53,0.00,0.06,0.06,0.25
0,9.99,44,2.84,3.45,2.18,0.25,0.25,0.25,0.00,0.25,658,157847,0.95,1.65,0.67,526,836,379,2175000,2350000,2000000,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,241,4.79,8.97,0.51,0.88,39.63,0.00,0.00,0.13,329,232573,0.71,0.93,0.45,6,23,0,1187500,2000000,750000,0.00,0.25,0.25,0.20,0.40,0.00,0.20,0.20,0.63
0,4.99,136,5.36,10.38,2.66,0.25,1.38,0.00,0.00,0.38,329,368026,0.98,3.46,0.48,527,1217,0,1075000,1800000,700000,0.00,0.00,0.00,0.45,0.30,0.05,0.20,0.00,1.00
0,9.99,118,4.66,10.54,1.19,0.63,0.75,0.00,0.00,0.25,329,1373902,0.83,1.53,0.24,109,276,0,1725000,4000000,800000,0.00,0.25,0.13,0.62,0.14,0.10,0.10,0.05,0.38
0,4.99,60,2.20,4.07,1.29,1.00,64.67,0.00,0.00,0.00,439,567258,0.54,0.84,0.32,3,9,0,1525000,3250000,950000,0.00,0.00,0.17,0.67,0.33,0.00,0.00,0.00,0.17
0,4.99,140,2.77,5.44,1.20,0.00,0.00,0.00,0.00,0.50,439,242198,0.75,0.93,0.62,259,324,197,1041666,1900000,700000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,151,3.16,6.20,0.27,0.75,14.13,0.00,0.00,0.25,329,418959,0.63,1.05,0.16,61,224,0,1412500,4000000,700000,0.00,0.25,0.13,0.43,0.43,0.00,0.07,0.07,0.88
0,4.99,440,3.04,5.27,0.56,1.00,51.29,0.14,0.00,0.29,376,285883,0.59,0.85,0.28,0,1,0,1185714,2250000,700000,1.00,0.00,0.14,0.62,0.31,0.00,0.00,0.08,0.57
0,4.99,77,4.19,8.77,0.60,0.14,1.71,0.00,0.00,0.00,376,287123,0.72,1.17,0.17,381,1259,54,940000,1800000,550000,0.00,0.14,0.14,0.40,0.60,0.00,0.00,0.00,0.29
0,24.99,89,3.63,5.13,1.59,0.33,0.67,0.00,0.00,0.00,878,584752,0.63,0.95,0.44,221,372,52,1150000,1350000,900000,1.00,0.33,0.00,0.53,0.18,0.00,0.00,0.29,0.67
1,9.99,84,2.73,9.70,0.10,0.86,0.57,0.14,0.00,0.14,376,409236,0.42,0.96,0.04,85,255,0,766666,1000000,600000,0.00,0.43,0.14,0.50,0.42,0.00,0.08,0.00,0.00
0,4.99,161,5.29,6.82,3.76,0.13,0.13,0.00,0.00,0.00,329,212169,0.78,0.86,0.70,399,694,105,1850000,2700000,1000000,0.00,0.00,0.00,0.00,0.38,0.00,0.63,0.00,0.25
1,4.99,46,6.68,8.09,5.52,0.00,0.00,1.00,0.00,0.00,878,110720,0.72,0.97,0.52,452,618,291,1633333,2750000,950000,0.00,0.33,0.67,0.50,0.36,0.00,0.07,0.07,0.00
1,9.99,41,4.06,6.47,2.98,0.50,2.17,0.17,0.00,0.00,439,365810,0.79,0.91,0.67,45,134,0,987500,1600000,550000,1.00,0.17,0.17,0.38,0.38,0.15,0.08,0.00,0.67
0,4.99,53,6.00,11.78,2.22,1.00,44.00,0.00,0.00,0.00,329,160434,0.66,0.77,0.47,6,17,0,1710000,4000000,700000,0.00,0.00,0.13,0.40,0.40,0.05,0.15,0.00,0.25
0,4.99,41,6.18,13.12,2.63,0.00,0.00,0.14,0.00,0.00,376,256784,1.09,2.62,0.58,409,635,202,1100000,2150000,550000,0.00,0.14,0.29,0.75,0.25,0.00,0.00,0.00,0.00
0,14.99,113,3.70,7.96,0.91,0.67,1.33,0.00,0.00,0.17,439,1390415,0.65,0.94,0.23,61,137,0,1500000,2100000,1000000,0.00,0.17,0.17,0.43,0.36,0.07,0.14,0.00,0.00
0,4.99,50,4.78,12.43,1.30,1.00,34.67,0.33,0.00,0.00,439,496943,0.71,0.96,0.36,99,221,0,1750000,2400000,1000000,0.00,0.33,0.17,0.46,0.31,0.08,0.15,0.00,0.67
0,24.99,131,3.75,7.20,1.60,0.29,0.14,0.00,0.00,0.29,376,1778159,0.82,1.22,0.62,185,416,0,1225000,3000000,550000,1.00,0.00,0.14,0.31,0.46,0.08,0.08,0.08,0.43
0,4.99,331,3.32,6.41,0.71,0.88,2.50,0.00,0.00,0.25,329,594430,0.74,0.94,0.41,9,35,0,1206250,4000000,550000,0.00,0.25,0.13,0.50,0.36,0.00,0.07,0.07,0.50
0,9.99,104,4.06,7.08,1.22,0.50,0.25,0.00,0.00,0.50,659,607025,0.80,0.91,0.70,84,130,0,925000,1200000,700000,0.00,0.00,0.25,0.63,0.13,0.00,0.13,0.13,0.00
1,4.99,51,4.36,8.70,2.82,0.40,0.20,0.00,0.00,0.00,527,186045,0.92,1.59,0.60,84,203,13,1633333,1900000,1200000,1.00,0.20,0.20,0.50,0.50,0.00,0.00,0.00,0.20
0,4.99,58,3.17,5.44,0.57,1.00,82.83,0.00,0.00,0.00,439,193827,0.64,0.91,0.34,1,2,0,1091666,1400000,750000,0.00,0.17,0.17,0.44,0.56,0.00,0.00,0.00,0.17
1,4.99,414,4.51,5.16,4.15,0.67,0.33,0.33,0.00,0.33,879,780302,0.87,1.04,0.72,101,265,0,966666,1200000,750000,0.50,0.33,0.33,0.73,0.27,0.00,0.00,0.00,0.67
1,9.99,119,5.14,6.05,4.05,1.00,11.33,0.00,0.00,0.00,879,956490,0.88,0.92,0.85,1,3,0,1383333,2000000,850000,0.00,0.00,0.00,0.56,0.33,0.00,0.00,0.11,1.00
0,4.99,93,4.15,6.20,1.26,0.33,1.00,0.00,0.33,0.00,879,381568,0.74,0.95,0.36,111,301,10,1166666,1350000,800000,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.00,0.67
1,4.99,76,7.07,8.65,4.53,1.00,60.00,0.00,0.00,0.00,879,163877,0.85,0.92,0.73,40,79,1,816666,1000000,700000,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
0,9.99,96,2.38,4.42,0.19,0.43,1.29,0.29,0.00,0.00,377,638870,0.59,0.87,0.10,0,0,0,1216666,1900000,850000,0.00,0.29,0.14,0.71,0.14,0.00,0.00,0.14,0.14
0,4.99,93,3.76,5.94,1.72,1.00,1.00,0.00,0.00,0.00,440,370198,0.69,0.95,0.40,14,31,0,2050000,4000000,800000,0.00,0.33,0.00,0.67,0.25,0.00,0.00,0.08,0.50
1,9.99,73,4.53,7.69,2.78,0.33,12.67,0.00,0.00,0.33,879,389722,0.81,0.94,0.71,21,46,0,1133333,1400000,800000,0.00,0.67,0.00,0.40,0.33,0.13,0.07,0.07,0.33
0,2.99,42,4.81,11.03,2.54,0.00,0.00,0.00,0.00,0.00,330,110821,0.94,1.87,0.53,463,859,175,1057142,2000000,550000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,2.99,39,4.46,7.34,0.60,0.40,2.40,0.00,0.00,0.00,528,639819,0.76,1.11,0.26,116,235,0,1975000,4000000,950000,0.00,0.20,0.20,0.56,0.22,0.00,0.22,0.00,0.00
1,2.99,70,3.33,7.49,0.75,1.00,37.00,0.13,0.00,0.25,330,146432,0.71,0.94,0.43,0,1,0,1412500,5100000,700000,0.00,0.25,0.13,0.29,0.50,0.00,0.14,0.07,0.13
1,9.99,97,6.76,8.95,4.63,1.00,64.67,0.00,0.00,0.33,880,682517,0.73,0.89,0.55,0,0,0,1016666,1400000,800000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
0,24.99,236,2.32,5.29,0.00,0.67,1.50,0.00,0.00,0.17,440,2585792,0.53,0.90,0.00,42,118,0,1140000,2000000,800000,1.00,0.17,0.00,0.23,0.31,0.08,0.23,0.15,0.50
1,9.99,98,3.57,7.24,0.57,1.00,14.75,0.00,0.00,0.00,660,452889,0.59,1.08,0.17,130,261,0,1416666,2500000,800000,0.00,0.50,0.50,0.30,0.50,0.00,0.20,0.00,0.25
1,4.99,148,2.45,4.51,1.27,0.67,8.67,0.00,0.00,0.33,880,304882,0.69,0.87,0.50,73,137,0,983333,1200000,750000,0.00,0.00,0.00,0.40,0.40,0.00,0.10,0.10,0.33
0,4.99,44,8.96,40.36,1.67,0.67,19.83,0.00,0.00,0.00,440,465091,0.84,1.58,0.59,134,482,0,2087500,4700000,700000,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00
1,9.99,75,5.37,5.49,5.26,0.33,0.33,0.00,0.00,0.00,881,345026,1.08,1.40,0.89,706,932,465,650000,700000,550000,0.00,0.33,0.00,0.45,0.36,0.09,0.00,0.09,1.33
1,4.99,66,3.05,4.50,1.33,0.50,12.75,0.00,0.00,0.25,661,230939,0.69,0.85,0.47,135,247,0,1083333,1450000,850000,0.00,0.50,0.00,0.60,0.40,0.00,0.00,0.00,0.25
0,24.99,44,3.39,4.47,2.30,0.25,0.25,0.00,0.00,0.00,661,1878760,0.89,1.47,0.64,1003,3369,0,625000,800000,550000,0.00,0.25,0.00,0.67,0.00,0.00,0.33,0.00,0.00
0,4.99,73,4.02,8.63,0.89,0.50,3.25,0.00,0.00,0.00,330,146739,0.59,1.03,0.19,63,252,0,1006250,1700000,700000,1.00,0.25,0.13,0.43,0.43,0.07,0.07,0.00,0.63
0,4.99,47,3.40,4.78,1.97,0.63,8.75,0.00,0.00,0.00,330,175267,0.78,1.16,0.54,88,265,0,808333,1000000,550000,1.00,0.25,0.13,0.33,0.67,0.00,0.00,0.00,0.00
0,9.99,49,4.51,5.51,2.20,0.00,0.00,0.20,0.00,0.40,529,546741,0.88,1.14,0.51,353,565,147,1383333,1900000,950000,0.00,0.40,0.20,0.50,0.50,0.00,0.00,0.00,0.40
0,99.99,152,3.50,6.47,0.23,0.13,0.13,0.00,0.00,0.00,330,139103264,0.70,1.16,0.10,437,1643,0,1200000,1750000,900000,0.00,0.00,0.00,0.20,0.80,0.00,0.00,0.00,0.00
1,9.99,118,3.73,5.75,1.75,0.67,6.33,0.33,0.00,0.00,881,908104,0.81,0.94,0.58,43,120,0,650000,700000,600000,0.00,0.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00
1,9.99,86,6.14,17.99,1.45,0.14,0.29,0.00,0.00,0.00,378,485764,0.84,1.45,0.51,169,360,10,1208333,1600000,800000,0.00,0.14,0.00,0.80,0.00,0.00,0.00,0.20,0.00
0,24.99,35,5.64,11.18,0.23,0.13,0.13,0.00,0.00,0.13,331,701959,0.95,2.11,0.14,2167,9951,731,1057142,1900000,700000,0.00,0.13,0.25,0.55,0.27,0.00,0.18,0.00,0.00
0,4.99,105,4.33,6.22,2.98,0.38,0.50,0.00,0.00,0.13,331,1070269,0.88,1.07,0.72,63,159,9,1675000,2700000,1000000,0.33,0.25,0.00,0.17,0.50,0.17,0.17,0.00,0.25
0,4.99,178,4.12,6.44,2.35,0.25,0.38,0.13,0.00,0.13,331,1612007,0.77,1.25,0.16,23,108,1,1175000,2400000,550000,0.00,0.25,0.00,0.24,0.00,0.00,0.00,0.76,0.63
0,9.99,96,4.21,6.35,3.09,0.00,0.00,0.00,0.00,0.25,331,1390962,0.83,1.12,0.46,270,636,73,3142857,4000000,2000000,0.00,0.25,0.00,0.53,0.35,0.00,0.12,0.00,0.50
0,4.99,54,3.87,7.71,0.95,0.80,30.00,0.00,0.00,0.00,529,140382,0.63,0.89,0.34,51,144,0,1290000,2700000,550000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.99,83,4.41,6.98,1.19,1.00,1.75,0.75,0.00,0.25,661,661837,0.81,1.39,0.41,305,610,0,1000000,1200000,900000,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,123,3.09,7.02,0.59,1.00,1.20,0.00,0.00,0.40,529,395031,0.52,0.92,0.24,2,6,0,1430000,3300000,550000,0.50,0.00,0.20,0.50,0.30,0.10,0.00,0.10,0.60
1,4.99,88,4.70,7.38,2.79,0.60,6.20,0.00,0.00,0.00,529,220421,0.84,0.90,0.76,60,95,2,1362500,2200000,950000,1.00,0.40,0.00,0.91,0.09,0.00,0.00,0.00,0.60
1,4.99,152,4.95,8.22,4.05,1.00,2.20,0.00,0.00,0.00,529,656605,0.89,1.22,0.62,81,186,0,1180000,2600000,550000,1.00,0.40,0.00,0.58,0.16,0.11,0.11,0.05,1.00
0,4.99,47,4.70,7.93,2.85,0.00,0.00,0.00,0.00,0.40,529,560400,0.94,1.25,0.50,276,460,71,11170000,50750000,850000,0.00,0.40,0.20,0.60,0.30,0.10,0.00,0.00,0.20
0,4.99,211,3.11,4.96,0.82,0.13,1.38,0.00,0.00,0.25,331,250938,0.72,0.91,0.49,155,359,63,1262500,4000000,700000,0.00,0.13,0.25,0.00,0.00,0.00,0.00,0.00,0.00
1,24.99,264,2.54,3.76,0.74,1.00,4.25,0.25,0.00,0.00,662,1196062,0.62,0.80,0.26,14,28,0,1137500,2000000,800000,0.00,0.00,0.00,0.36,0.27,0.00,0.00,0.36,0.25
0,9.99,71,4.41,8.47,2.56,1.00,59.40,0.20,0.00,0.20,529,256443,0.70,0.88,0.51,2,5,0,2483333,4950000,1000000,0.00,0.00,0.00,0.50,0.42,0.08,0.00,0.00,0.20
0,24.99,101,6.45,19.64,1.53,0.13,0.13,0.00,0.13,0.13,331,4119527,1.22,4.61,0.25,235,540,53,1750000,4000000,1000000,0.00,0.25,0.13,0.69,0.19,0.00,0.06,0.06,0.38
0,4.99,54,3.67,6.81,1.94,0.67,14.00,0.00,0.00,0.00,441,116455,0.76,0.88,0.61,7,22,0,1325000,2150000,850000,0.00,0.17,0.17,0.60,0.40,0.00,0.00,0.00,0.17
0,4.99,91,4.28,9.84,0.51,0.50,49.83,0.17,0.00,0.00,441,296857,0.67,1.00,0.23,34,95,0,2925000,8000000,700000,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.17
0,9.99,36,4.16,8.54,1.93,0.13,9.50,0.13,0.00,0.00,331,51300,0.73,1.27,0.31,2634,3254,1925,1033333,2000000,700000,0.00,0.25,0.00,0.63,0.38,0.00,0.00,0.00,0.00
1,4.99,112,3.24,7.50,0.42,1.00,1.14,0.00,0.00,0.29,379,247829,0.59,0.87,0.19,0,0,0,1680000,4000000,700000,0.00,0.00,0.14,0.33,0.33,0.17,0.17,0.00,0.43
0,4.99,409,4.69,8.88,2.58,0.00,0.00,0.00,0.00,0.38,331,1098754,0.79,0.93,0.68,37,107,5,1178571,2600000,550000,0.00,0.25,0.13,0.57,0.36,0.00,0.00,0.07,0.75
1,9.99,86,2.33,3.98,0.96,0.33,1.00,0.00,0.00,0.00,883,394935,0.74,0.89,0.59,85,98,62,1500000,2000000,1000000,0.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.99,32,6.32,14.35,1.05,0.00,0.00,0.00,0.00,0.00,379,255795,1.09,3.12,0.29,518,1708,29,1475000,2300000,750000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,4.99,89,3.44,4.27,1.53,0.00,0.00,0.00,0.00,0.00,331,161843,0.65,0.83,0.32,1055,2706,478,1550000,4000000,700000,0.00,0.25,0.13,0.46,0.46,0.00,0.08,0.00,0.63
1,9.99,76,5.16,9.71,0.41,1.00,32.80,0.20,0.00,0.20,530,238138,0.55,0.89,0.12,1,4,0,1250000,2600000,700000,0.00,0.40,0.00,0.64,0.32,0.00,0.05,0.00,0.80
1,4.99,224,3.61,6.24,2.60,0.80,32.20,0.00,0.00,0.00,530,252066,0.76,0.96,0.63,41,138,0,940000,1100000,700000,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00
1,4.99,75,3.74,13.95,0.53,1.00,7.83,0.00,0.00,0.17,442,1461806,0.61,1.17,0.20,78,233,0,1025000,2000000,550000,0.00,0.00,0.17,0.00,1.00,0.00,0.00,0.00,0.00
1,4.99,69,3.03,4.09,2.39,0.17,0.33,0.00,0.00,0.17,442,230271,0.85,0.92,0.80,69,125,0,1641666,4000000,950000,0.00,0.33,0.00,0.33,0.56,0.00,0.00,0.11,0.33
0,4.99,88,5.22,12.33,2.03,0.83,32.83,0.33,0.00,0.17,442,156348,0.70,1.02,0.49,52,155,0,966666,1300000,800000,0.00,0.00,0.00,0.31,0.38,0.00,0.31,0.00,0.00
0,9.99,131,5.09,17.26,1.60,1.00,36.88,0.00,0.00,0.25,332,825620,0.69,1.17,0.36,24,71,0,1868750,8000000,550000,0.00,0.25,0.13,0.50,0.25,0.00,0.25,0.00,0.25
1,9.99,37,4.37,7.49,1.58,0.50,2.67,0.17,0.00,0.17,442,325216,0.69,0.95,0.40,58,188,2,1191666,2200000,750000,0.00,0.33,0.17,0.43,0.52,0.00,0.05,0.00,0.67
1,9.99,397,3.48,4.87,2.52,0.00,0.00,0.00,0.25,0.50,663,785942,0.85,1.02,0.69,226,298,99,1537500,2000000,1000000,0.50,0.25,0.00,0.67,0.27,0.00,0.00,0.07,1.00
0,4.99,133,2.59,4.12,1.05,1.00,6.00,0.00,0.00,0.25,332,386305,0.69,0.95,0.45,12,35,0,1412500,2000000,800000,0.50,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.63
1,4.99,52,4.37,6.18,2.07,0.00,0.00,0.00,0.00,0.00,531,332761,0.78,1.04,0.60,242,333,98,1033333,1350000,550000,0.00,0.20,0.00,0.75,0.25,0.00,0.00,0.00,0.20
0,24.99,485,4.14,10.54,1.45,0.38,4.75,0.00,0.00,0.13,332,2359053,0.78,1.30,0.48,157,303,0,1507142,4000000,800000,0.00,0.25,0.13,0.33,0.17,0.00,0.00,0.50,0.50
0,2.99,165,3.66,5.02,2.35,0.00,0.00,0.00,0.14,0.14,379,213450,0.82,1.05,0.59,91,347,20,1220000,2000000,700000,0.33,0.29,0.14,0.38,0.54,0.00,0.08,0.00,0.43
0,4.99,286,4.39,10.28,0.39,1.00,28.63,0.13,0.00,0.25,332,284674,0.69,0.95,0.29,1,2,0,1343750,2000000,800000,0.00,0.25,0.13,0.50,0.32,0.05,0.09,0.05,0.63
1,4.99,65,3.07,5.13,0.71,0.75,1.75,0.25,0.00,0.75,664,358930,0.67,0.86,0.32,52,205,0,837500,1000000,550000,0.00,0.00,0.00,0.44,0.33,0.22,0.00,0.00,0.50
1,4.99,68,7.26,12.53,2.44,1.00,2.00,0.00,0.00,0.50,664,143629,0.70,1.00,0.40,33,80,0,1112500,1900000,800000,0.00,0.00,0.00,0.50,0.43,0.07,0.00,0.00,0.00
1,4.99,84,2.34,6.98,0.00,0.86,0.43,0.14,0.00,0.14,380,1243100,0.42,1.04,0.00,101,202,0,1471428,4000000,700000,0.00,0.29,0.14,0.40,0.60,0.00,0.00,0.00,0.00
0,4.99,54,4.78,7.26,2.82,0.17,0.17,0.17,0.00,0.33,443,1115836,0.90,1.17,0.66,152,308,56,1220000,2200000,700000,0.00,0.17,0.17,0.50,0.33,0.00,0.17,0.00,0.83
1,24.99,126,4.04,4.04,4.04,0.20,13.60,0.00,0.00,0.00,531,956851,0.79,0.79,0.79,109,109,109,1350000,1350000,1350000,1.00,0.00,0.00,0.73,0.09,0.09,0.09,0.00,0.20
0,4.99,76,5.24,13.06,0.90,0.88,0.75,0.00,0.00,0.38,332,1229967,0.72,1.23,0.48,68,265,0,1250000,2000000,900000,0.50,0.25,0.00,0.13,0.56,0.06,0.19,0.06,0.50
1,2.99,46,3.38,5.69,1.07,0.57,1.14,0.00,0.00,0.00,380,87600,0.68,0.92,0.36,29,53,5,1533333,2200000,550000,1.00,0.29,0.14,0.60,0.40,0.00,0.00,0.00,0.71
0,4.99,150,1.92,4.43,0.09,1.00,1.00,0.00,0.00,0.00,443,306716,0.49,0.88,0.04,78,308,0,866666,1000000,700000,0.00,0.17,0.17,0.54,0.38,0.00,0.00,0.08,0.17
0,4.99,89,4.18,5.59,1.86,0.50,25.00,0.25,0.00,0.25,665,354377,0.78,0.91,0.62,29,80,0,987500,1600000,750000,1.00,0.50,0.00,0.78,0.22,0.00,0.00,0.00,0.25
0,4.99,69,6.86,11.57,4.00,0.25,0.25,0.00,0.00,0.00,665,2018387,0.84,0.92,0.71,39,116,0,1775000,2350000,1200000,0.00,0.25,0.50,0.33,0.50,0.00,0.17,0.00,0.25
0,9.99,92,4.20,5.33,2.13,0.00,0.00,0.00,0.00,0.25,332,627868,0.87,1.32,0.59,56,139,1,1550000,2950000,750000,0.20,0.25,0.13,0.43,0.48,0.05,0.00,0.05,0.50
0,4.99,331,4.08,8.79,0.33,0.57,1.29,0.00,0.00,0.29,380,414475,0.56,1.01,0.16,79,208,0,966666,1300000,700000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.99,52,4.64,6.79,0.31,1.00,3.00,0.00,0.00,0.00,443,378955,0.72,0.91,0.12,1,3,0,1550000,4000000,750000,0.00,0.17,0.17,0.46,0.54,0.00,0.00,0.00,0.50
0,9.99,75,6.54,14.69,2.95,0.43,2.43,0.14,0.00,0.14,380,373070,1.04,1.81,0.70,67,216,0,1278571,2000000,950000,0.00,0.14,0.00,0.21,0.53,0.05,0.16,0.05,1.00
1,4.99,54,5.70,6.63,4.66,1.00,75.67,0.00,0.00,0.33,886,143338,0.75,0.94,0.56,115,307,0,1466666,2400000,1000000,0.00,0.67,0.00,0.31,0.00,0.00,0.00,0.69,1.00
1,4.99,60,6.45,10.08,3.58,0.33,0.17,0.17,0.00,0.00,443,677089,0.89,1.04,0.82,79,138,33,1362500,1700000,800000,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00
0,9.99,247,3.41,6.27,0.82,0.43,0.14,0.00,0.00,0.00,380,2365674,0.66,0.90,0.39,24,64,0,1150000,2000000,750000,0.00,0.14,0.00,0.30,0.30,0.09,0.17,0.13,0.43
1,4.99,71,5.32,6.01,4.07,0.67,0.33,0.00,0.00,0.33,887,315994,0.88,0.92,0.81,1,2,0,1033333,1300000,800000,0.00,0.00,0.33,0.71,0.24,0.05,0.00,0.00,0.00
0,4.99,290,4.99,6.70,3.28,0.25,47.50,0.00,0.00,0.00,333,487541,0.75,0.87,0.63,111,222,0,1325000,1800000,850000,0.00,0.00,0.00,0.14,0.50,0.07,0.14,0.14,0.25
