is_std,ftd_price,max_win_multiplier,avg_total_wins,avg_wager,wildball_silver_rate,wildball_specia_diamond_rate,num_days_ooc_per_day,sum_total_ooc_per_day,avg_win_multiplier,min_win_multiplier,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_gold_rate,wildball_emerald_ruby_rate,vv_completed_rate,,,,
1,4.99,90.34,0.39,606281.6,0.23,0.08,0.86,0.86,30.6,1.1,0.62,0.89,0.18,15,42,0,0,0,0,0.46,0.23,0.29,,,,
0,4.99,112.45,0.34,1602282.58,0.46,0.16,0.14,0.86,86.45,66.82,0.92,1.09,0.76,416,551,223,0.1,0,0,0.31,0.08,1,,,,
1,4.99,30.64,0.33,516582.06,0,1,1,9.67,13.44,0,0.41,0.62,0,0,0,0,0,0,0.33,0,0,0,,,,
0,9.99,96.09,0.38,397605.28,0.56,0,0.8,4.6,52.26,0.3,0.66,0.94,0.09,20,58,0,0,0.4,0,0.38,0.06,0,,,,
1,4.99,201.93,0.33,109105.02,0.57,0,0.2,4.8,107.12,50,0.9,1.04,0.73,590,755,480,0,0,0,0.29,0.14,0.4,,,,
0,24.99,233.5,0.37,2287630.48,0.33,0.06,1,101.63,130.12,65.5,0.77,0.93,0.61,27,56,0,0,0,0,0.54,0.08,1,,,,
1,4.99,65.45,0.3,1248261.13,0.67,0,0.67,1.67,41.73,18,0.72,0.9,0.54,45,90,0,0,0,0,0.33,0,0,,,,
0,9.99,100.18,0.39,1022800.94,1,0,1,0.33,57.41,1.25,0.8,0.9,0.69,42,84,0,1,0,0,0,0,0,,,,
1,9.99,250.33,0.35,455518.95,0.23,0.09,0.4,0.2,136.85,78.1,0.93,1.02,0.85,273,580,0,0,0.4,0,0.64,0.05,0.6,,,,
1,4.99,178.4,0.35,1446835.68,0.33,0,0.33,1.33,133.24,76.2,1.63,1.98,1.32,475,559,348,0,0.67,0,0.56,0.11,0.33,,,,
0,4.99,108,0.5,605902.32,0.6,0,0.75,3.5,54.45,2.78,0.78,1.27,0.37,52,105,0,0,0.25,0.25,0.2,0.2,0.25,,,,
0,2.99,99.2,0.37,893816.13,0.4,0,0.5,0.75,35.41,0.67,0.56,0.93,0.1,9,19,0,0,0.13,0.13,0.6,0,0.25,,,,
1,9.99,395.3,0.39,270783.52,0.5,0,0.33,3.33,176.88,50.76,0.85,0.94,0.78,233,464,66,0,0.67,0.33,0.5,0,0.33,,,,
1,4.99,255,0.4,1593794.26,0.25,0,0.67,1,114.15,10,0.94,1.24,0.47,141,230,0,0,0,0,0.75,0,0.67,,,,
1,4.99,74.13,0.54,223312.69,0.5,0,1,29,62.07,50,0.82,0.91,0.68,12,30,0,0,0,0,0.5,0,0,,,,
0,24.99,852.27,0.37,22666269.39,0.47,0.12,0,0,243.42,88.6,1.08,1.78,0.83,557,1427,19,0,0.29,0,0.41,0,0,,,,
1,24.99,203,0.34,556011.68,0.5,0,0.2,4,134.86,71.02,0.94,1.3,0.7,406,808,60,1,0.4,0,0.27,0.23,1,,,,
0,2.99,93.68,0.43,343074.08,0.2,0.2,0,0,34.59,5,0.81,1.8,0.49,526,1258,12,0,0.2,0.2,0.6,0,0,,,,
0,4.99,95.67,0.38,92927.68,0.5,0.05,0.4,6.6,61.85,38.93,0.76,0.88,0.57,149,314,25,0,0.4,0,0.4,0.05,0.4,,,,
1,4.99,50.34,0.39,599123.92,0.25,0,0.67,18.67,25.99,3.13,0.56,0.89,0.31,1,3,0,0,0.33,0,0.75,0,0.33,,,,
1,4.99,135.53,0.3,375835.08,0.52,0.04,1,95.67,104.38,65.33,0.7,0.94,0.4,15,33,0,0,0.33,0,0.3,0.13,0.67,,,,
0,4.99,56.82,0.34,238042.46,0.63,0,0.8,0.2,18,0.04,0.32,0.65,0.01,57,134,0,0,0.2,0,0.25,0.13,0,,,,
0,4.99,91.3,0.38,751107.02,0,0,1,1.14,19.82,0.57,0.6,0.91,0.04,0,0,0,0,0,0,1,0,0,,,,
0,4.99,42.27,0.37,238266.48,1,0,0.33,2,23.31,3.4,0.87,1.49,0.44,416,842,55,0,0,0,0,0,0.33,,,,
1,4.99,243.08,0.37,124480.18,0.56,0.02,1,179.75,141.44,71.29,0.84,0.87,0.81,26,78,4,1,0.5,0,0.3,0.12,1,,,,
0,9.99,142.52,0.45,201733.54,0.6,0.07,0.33,0.17,89.04,22.22,0.93,1.32,0.69,130,326,0,1,0.17,0.17,0.33,0,0.5,,,,
1,9.99,46.2,0.42,722946.74,0,0,1,18.75,23.47,1,0.46,0.67,0.19,1,3,0,0,0,0,1,0,0.5,,,,
0,9.99,160,0.35,674696.6,0.36,0.25,0,0,92.56,50,1.01,1.22,0.77,1110,1375,858,1,0,0,0.32,0.07,0.57,,,,
1,4.99,67.5,0.35,617699.84,0.22,0.22,0.5,2,32.41,3.64,0.71,1.07,0.29,25,48,0,0,0.33,0.17,0.44,0.11,0.33,,,,
1,4.99,117.33,0.37,509444.25,0.57,0,0.33,5.33,81.29,60.8,1.01,1.08,0.91,155,197,77,0,0,0,0.43,0,0,,,,
0,4.99,186.87,0.33,507639.84,0,0,1,62.67,121.29,75,0.83,0.88,0.77,0,0,0,0,0.33,0,0,0,0,,,,
1,4.99,116.4,0.35,101686.61,0.6,0,1,113.67,102.51,77.33,0.84,1.02,0.62,201,597,0,0,0.33,0,0.4,0,0.33,,,,
1,4.99,113.17,0.36,52083.47,0.53,0,0.14,0.14,56.57,4.4,0.58,1.06,0.23,1365,3041,137,1,0,0,0.38,0.1,0.71,,,,
0,4.99,131.33,0.31,742471.35,0.55,0,0.38,0.38,62.47,5.33,0.84,1.22,0.27,110,360,2,1,0.25,0.13,0.45,0,0.63,,,,
0,4.99,78,0.34,534261.23,0.22,0,0.75,0.25,44.25,1.07,0.65,1.09,0.1,31,66,0,0,0.5,0.25,0.56,0.22,0.25,,,,
0,9.99,61.31,0.36,1237572.8,1,0,1,4.67,33.01,14.72,0.6,0.71,0.53,129,258,0,0,0,0,0,0,0,,,,
1,2.99,18,0.28,285780.62,0,0,0.6,5.8,12.08,5,0.53,0.73,0.32,5,11,0,0,0,0.2,0,0,0,,,,
1,4.99,158.01,0.29,162610.96,0.26,0.04,0,0,87.86,15.34,0.82,1.03,0.61,239,423,21,0.6,0,0,0.52,0.18,0.5,,,,
1,9.99,106.5,0.3,2592345.54,0.47,0,1,9.25,48.35,0.2,0.53,0.91,0.03,1,3,0,1,0,0,0.24,0.3,0.5,,,,
1,4.99,109.07,0.34,336442.63,0.27,0,0.33,0.67,69.6,1.13,0.66,0.93,0.08,18,70,0,1,0.33,0,0.64,0.09,0.5,,,,
0,4.99,588.07,0.35,683862.51,0.6,0,0.25,29.75,309.66,90.91,1.15,1.59,0.87,613,1131,224,0,0,0,0.4,0,0.25,,,,
0,4.99,44,0.34,366464.46,0,0,0.63,0.38,16.46,0.3,0.44,0.77,0.06,113,226,0,0,0.13,0.13,0,0,0.13,,,,
0,4.99,5.17,0.55,1022555.17,0,0,0.86,0.71,2.73,0.2,0.32,0.51,0.03,1,3,0,0,0.14,0.14,0,0,0,,,,
0,4.99,91.2,0.39,109678.93,0,0,0.67,5,69.34,56.82,0.73,0.76,0.67,66,172,0,0,0,0,0,0,0,,,,
0,4.99,52.17,0.46,373503.19,1,0,0.8,2.2,20.43,3,0.51,0.64,0.46,10,30,0,0,0.2,0,0,0,0,,,,
0,4.99,229.3,0.38,83491.71,0,0,0.5,68.63,163.99,60.2,0.84,0.98,0.63,655,1570,0,0,0.13,0.13,0,1,0,,,,
0,24.99,128.3,0.32,4248964.43,0.2,0,0.75,5,82.23,6.82,0.9,1.37,0.51,60,155,0,0.2,0.5,0,0.7,0.1,0.5,,,,
0,9.99,1666.67,0.24,2347370.38,0,0,0.5,0.38,446.78,0,0.54,1.47,0,159,318,0,0,0,0,0,0,0,,,,
1,24.99,161.13,0.33,827745.05,0.39,0.04,1,3.2,89.6,10.13,0.61,0.93,0.13,16,56,0,0,0.4,0,0.43,0.15,1,,,,
0,4.99,43.4,0.52,970507.76,0.5,0,0,0,15.09,0.2,0.64,1.02,0.03,305,787,42,0,0,0,0,0.5,0,,,,
1,4.99,88,0.39,1481485.93,0,0,0.67,0.33,80.23,67.5,0.88,1.06,0.72,10,26,0,0,0,0,0,0,0,,,,
1,4.99,179.83,0.38,108444.41,0.48,0.07,1,163.5,102.08,72.62,0.84,0.93,0.75,9,23,0,1,0,0,0.37,0.07,1.25,,,,
0,9.99,136,0.32,5519599.66,0.6,0,0.4,0.2,51.29,6.4,0.72,1.18,0.44,186,767,0,1,0.6,0.4,0.4,0,0.2,,,,
0,9.99,230.2,0.34,266760.36,0.45,0.09,0,0,97.99,33.52,1.02,1.85,0.76,1316,2295,463,0,0,0,0.3,0.15,1,,,,
1,9.99,230,0.36,370805.65,0.51,0.02,1,49.71,126.31,50,0.8,0.93,0.65,10,26,0,0,0,0,0.26,0.21,1,,,,
1,4.99,99.14,0.46,248669.4,0.6,0,0.25,0.5,60.78,29.5,0.94,1.39,0.66,970,1206,594,0,0,0.25,0.4,0,0.5,,,,
0,4.99,111,0.33,396367.04,0.3,0,0.25,8.25,70.53,41.85,0.82,1.12,0.5,1029,2184,385,0,0,0,0.6,0.1,0,,,,
0,9.99,225.93,0.39,2533804.03,0.5,0,0.4,0.2,87.48,5,0.88,1.36,0.39,124,322,0,0,0,0,0.5,0,0,,,,
0,4.99,77.33,0.29,179343.59,0.5,0,0,0,39.24,22.73,0.9,1.34,0.5,1354,1822,122,0,0.14,0,0.5,0,0,,,,
1,9.99,42.27,0.37,746337.05,0,0,0,0,23.16,2.53,0.61,1.1,0.25,97,184,32,0,0,0,1,0,0.67,,,,
1,4.99,305.13,0.24,390198.06,0,0.25,1,155.6,107.68,5.33,0.69,0.94,0.36,0,0,0,0,0,0,0.75,0,0,,,,
0,4.99,1183.52,0.36,48004.46,0,0,0.13,3.63,213.89,1.6,0.92,1.77,0.24,2568,3338,1829,0,0,0,0,1,0,,,,
0,24.99,188.6,0.33,1862613.7,0.36,0.03,0.14,0.14,123.14,64.3,0.92,1.07,0.81,779,1061,441,0.67,0,0,0.39,0.21,0,,,,
1,9.99,89.03,0.35,1720916.64,0,0,0.2,30.2,43.62,0,1.86,4.36,0,267,534,86,0,0,0,0,0,0,,,,
1,4.99,433.4,0.32,481837.83,0.43,0,1,1.5,136.38,0.67,0.66,0.9,0.13,1,2,0,0,0.25,0,0.57,0,0.75,,,,
1,4.99,109.75,0.21,140185.89,0.5,0,1,18.67,76.75,43.5,0.63,0.81,0.34,23,68,0,0,0.33,0,0.25,0.25,0.33,,,,
1,24.99,258.8,0.47,1093187.36,0.67,0,0.63,75.25,103.25,50,0.89,1.04,0.76,258,459,0,0.33,0.38,0.13,0.33,0,0.13,,,,
0,4.99,78.2,0.35,1041899.16,0.67,0,1,0.33,44.87,6.9,0.74,0.93,0.58,10,21,0,1,0.33,0,0.33,0,0.33,,,,
0,4.99,70.54,0.43,305978.06,0.44,0,0,0,53.6,40.17,0.88,0.96,0.74,188,545,38,1,0.5,0,0.33,0.22,0.25,,,,
0,4.99,95.05,0.34,950411.37,0.6,0.2,0.6,0.6,55.3,3.8,0.66,0.93,0.44,328,656,0,0,0,0,0.2,0,0,,,,
1,4.99,426.27,0.33,343018.14,0.42,0.04,0.33,0.33,288.91,190.45,0.96,1.09,0.88,301,587,91,0.67,0,0,0.4,0.14,1,,,,
1,4.99,96.1,0.36,2280246.99,0,0,1,1,32.91,0.14,0.47,0.89,0.05,0,0,0,0,0,0,1,0,0,,,,
0,4.99,650,0.47,171440.8,0.5,0,0.43,5.57,152.64,13.48,0.88,1.12,0.41,298,485,0,0,0.14,0.14,0.4,0.1,0.43,,,,
0,4.99,384.17,0.38,659082.21,0.5,0.08,0,0,92.46,3.75,0.69,0.94,0.29,191,394,8,0,0.17,0.17,0.33,0.08,0.5,,,,
1,4.99,71.58,0.43,378306.69,0.29,0,0.6,1.4,30.56,2.95,0.7,0.85,0.54,50,224,0,0,0.2,0,0.57,0.14,0.4,,,,
0,4.99,75.12,0.38,277469.57,0.25,0.08,1,3.5,41.62,4,0.72,0.85,0.38,1,2,0,0.5,0.5,0,0.5,0.17,0.75,,,,
1,2.99,136,0.38,554721.96,0.5,0,1,16,59.18,0.07,0.55,0.97,0.02,0,0,0,0,0.25,0.25,0.33,0.17,0.5,,,,
1,4.99,140,0.33,331687.19,0.71,0,0.33,8.33,58.39,5.5,1.19,2.57,0.25,32,62,8,0,0.33,0,0.29,0,0.33,,,,
0,4.99,224.53,0.33,90288.8,0.48,0,0.83,81.83,130.34,45.87,0.73,0.9,0.47,38,63,0,0,0.5,0.17,0.29,0.24,0.83,,,,
0,4.99,252,0.33,141226.22,0.47,0.03,1,242.63,130.28,73.5,0.78,0.91,0.63,8,18,0,0,0,0,0.3,0.2,1,,,,
1,9.99,94,0.33,461491.77,0,0,1,4,52.58,1.6,0.66,0.92,0.28,0,0,0,0,0,0,0.71,0.29,0,,,,
1,2.99,313.4,0.25,81443.6,0.53,0,0.86,41.86,117.42,41.87,0.65,0.93,0.31,20,44,0,0,0.29,0.14,0.21,0.27,0.57,,,,
1,4.99,168.5,0.34,683397.33,0.24,0.06,0.2,0.2,112.81,73.62,0.93,1.54,0.45,266,910,21,0,0.4,0.2,0.35,0.36,0.8,,,,
1,4.99,613.8,0.31,482111.88,0.44,0.06,0.4,1.4,174.44,40,0.93,1.23,0.74,99,221,0,0,0.4,0.2,0.31,0.19,0.8,,,,
1,4.99,155.55,0.45,324229.45,0,0,1,3,37.83,0,0.49,0.95,0,0,0,0,0,0,0,0,0,0,,,,
0,4.99,117.53,0.43,243797.1,0.43,0.04,0.71,18.71,58.43,1.88,0.71,1.04,0.19,23,102,0,0.33,0.14,0,0.39,0.13,1,,,,
0,4.99,85.87,0.26,287576.2,0.5,0,0.67,1.67,45.13,4.4,0.5,0.77,0.22,0,0,0,0,0,0,0.5,0,0,,,,
1,4.99,130,0.53,300961.84,0.5,0,0.6,1.6,34.66,1.08,0.48,0.87,0.19,36,117,0,0,0,0,0.5,0,0.2,,,,
0,24.99,162.7,0.42,326750.57,0.31,0.13,0.67,35.33,122.25,75.67,0.84,0.94,0.74,394,723,2,1,0.67,0,0.5,0.06,0,,,,
0,4.99,38.1,0.37,1210387.66,0.5,0.25,0.63,0.75,18.4,3.67,0.76,1.48,0.22,46,109,0,0,0.13,0.25,0.25,0,0.25,,,,
0,24.99,216,0.3,2881516.31,0.46,0,0.5,0.17,102.36,6.6,0.74,0.98,0.16,203,357,0,0.17,0.33,0,0.31,0.23,0.33,,,,
0,4.99,120,0.34,108900.06,0.42,0,0.75,39.63,76.5,40,0.82,1,0.64,98,267,0,0.14,0,0,0.42,0.15,0.88,,,,
1,4.99,112.5,0.35,1364709.96,0.5,0,0.83,0.17,33.24,2,0.86,1.92,0.38,75,201,0,0,0.17,0,0.25,0.25,0.17,,,,
0,4.99,110.73,0.35,243731.44,0.32,0.05,0.2,0.2,80.6,35,0.87,1.24,0.67,145,217,81,0,0.4,0.4,0.53,0.11,0.4,,,,
0,4.99,95.53,0.35,240469.51,0.43,0.04,1,40.2,68.33,15,0.76,0.91,0.54,5,10,0,0,0,0.2,0.35,0.17,0.8,,,,
0,24.99,206.83,0.35,354294.12,0.46,0.04,1,78.88,83.24,20.67,0.81,1.04,0.58,37,85,0,0,0.25,0,0.38,0.12,0.63,,,,
1,24.99,192.8,0.51,2441260.46,0,0,0.29,0.14,78.34,6,0.99,1.7,0.34,121,252,2,0,0,0,1,0,0,,,,
1,4.99,1666.67,0.29,4381892.14,0.63,0,1,176.67,658.51,117.2,1,1.2,0.88,414,828,0,1,0,0,0.38,0,0.67,,,,
0,24.99,108.4,0.31,407241.14,0.71,0,1,34.43,32.17,4.9,0.5,0.84,0.32,0,1,0,0,0,0.14,0.14,0.14,0.29,,,,
1,24.99,250,0.39,1097374.73,0.56,0,1,2,61.81,0.2,0.58,0.95,0.11,1,2,0,0,0,0.17,0.22,0.22,0.5,,,,
1,9.99,250,0.68,669088.93,0,0,0.75,36.75,98.38,10.58,0.93,1.31,0.73,34,94,0,0,0,0.25,0.5,0.5,0.25,,,,
1,9.99,83.6,0.32,843205.28,0,0,1,2,33.6,6.53,0.58,0.69,0.52,1,2,0,0,0,0,0,1,0,,,,
1,4.99,134,0.35,402910.94,0.44,0.11,0.5,1.75,73.02,0.96,0.59,0.81,0.19,35,60,0,1,0.5,0.25,0.44,0,0.5,,,,
0,4.99,79,0.35,365039.2,0.69,0.08,1,19.75,55.06,29.6,0.85,0.87,0.81,31,62,0,0.33,0.5,0,0.23,0,0.5,,,,
0,4.99,34.67,0.37,680973.34,0,0,1,0.8,11.6,0.17,0.41,0.9,0.08,2,6,0,0,0,0.2,1,0,0,,,,
0,9.99,135,0.35,828638.02,0,0,0.6,1.2,40.69,0.5,0.5,0.88,0.1,6,13,0,0,0,0,0,0,0,,,,
1,4.99,52.73,0.31,213671.39,0,0,1,11.33,20.61,2.27,0.4,0.57,0.28,17,47,2,0,0,0,1,0,0.33,,,,
1,4.99,599.43,0.34,261521.06,0.33,0,0.33,0.33,244.56,53.17,0.78,0.98,0.64,26,49,12,0,0.33,0,0.5,0.17,1.33,,,,
0,2.99,57.47,0.34,452757.02,0.33,0,0.86,0.86,27.32,0.87,0.64,1.03,0.12,12,27,0,0,0,0,0.33,0.33,0.14,,,,
0,9.99,66.24,0.36,480778.56,0.43,0.14,1,5.29,32.26,1,0.55,0.92,0.18,4,8,0,0,0.29,0.14,0.43,0,0.43,,,,
1,24.99,200.5,0.39,1233183.08,0.51,0.06,0.8,1.6,105.36,11.5,0.8,0.97,0.41,280,603,0,0.17,0,0,0.33,0.11,0.8,,,,
1,9.99,60.24,0.41,230305.93,1,0,0.33,0.33,55.12,50,0.71,0.75,0.68,339,640,38,0,0.33,0,0,0,0,,,,
1,4.99,221.67,0.23,927445.1,0.33,0,1,11.5,73.91,0,0.28,0.81,0,0,0,0,0,0.25,0,0,0.66,0,,,,
1,24.99,200,0.37,822033.52,0.5,0,0.33,3.33,124.75,56.25,1.27,2.26,0.76,560,1190,77,0,0,0,0.38,0.13,0,,,,
0,4.99,276.25,0.41,542369.6,0.55,0,0.67,0.33,107.29,20.12,0.7,0.95,0.56,15,38,0,0,0.33,0,0.36,0.09,0.67,,,,
1,9.99,100,0.34,66838639.77,0,0,0.29,0.14,43.82,0,0.72,1.16,0,213,798,0,0,0,0,0,0,0,,,,
1,24.99,230.2,0.5,1068351.41,0.56,0.11,0.5,0.75,116.67,50,1.05,1.6,0.77,1808,2689,1,1,0.25,0,0.11,0.22,0.25,,,,
0,24.99,353.98,0.35,412921.34,0.57,0.1,0.38,0.13,107.79,1.98,0.69,0.92,0.24,101,395,0,0.5,0.13,0,0.19,0.15,0.5,,,,
0,24.99,104.33,0.3,774297.73,0.33,0.67,0.5,0.25,66.92,32.53,0.63,0.83,0.44,187,612,0,0,0.25,0,0,0,0.25,,,,
0,4.99,1107,0.27,6520214.23,0.48,0.04,0.6,2,317.81,33.33,0.74,0.94,0.55,63,188,0,0.33,0.4,0.2,0.43,0.04,0.4,,,,
1,4.99,154.23,0.45,940129.04,0.5,0,0.14,0.14,87.62,21,0.85,0.93,0.78,19,35,3,0,0,0,0.25,0.25,0,,,,
1,4.99,130.84,0.37,144437.5,0.67,0,0.75,19,73.41,6.25,0.78,0.99,0.49,26,62,0,0,0,0,0.25,0.08,1,,,,
0,4.99,181.67,0.32,88992.25,0,0,1,146.67,86.01,14,0.82,0.98,0.72,0,0,0,0,0,0,0,0,0,,,,
0,4.99,61,0.46,203500.65,0.29,0.14,0.25,0.5,44.58,20.33,0.87,1.18,0.52,63,104,0,0,0,0,0.43,0.14,0.25,,,,
1,9.99,256.67,0.31,1379575.23,0.31,0.03,0.33,22,152.71,87.5,0.94,1.08,0.65,332,868,96,0.8,0.17,0,0.53,0.13,1,,,,
1,4.99,1035.87,0.33,5431672.31,0,0,1,2.33,238.57,4.07,0.73,1.16,0.36,87,175,0,0,0.33,0,0,0,0,,,,
1,4.99,139.7,0.36,574999.42,0.63,0,0.6,5.6,72.39,33.33,0.94,1.11,0.84,30,50,0,0,0,0,0.38,0,0,,,,
0,4.99,165.93,0.25,872939.44,0.49,0,0.4,0.2,133.06,91.05,1.01,1.16,0.84,564,1195,5,0.13,0.4,0,0.36,0.15,0.6,,,,
1,4.99,103.07,0.47,50901.97,0.5,0,1,145.33,73.28,50,0.79,0.85,0.75,40,86,4,0,0,0,0.31,0.19,0,,,,
0,4.99,44.93,0.34,226291.38,1,0,0.2,0.2,33.41,19.53,0.91,1.4,0.67,55,103,26,0,0.2,0,0,0,0,,,,
0,24.99,248.27,0.33,276364.66,0.52,0.04,0,0,119.7,32.67,0.99,1.25,0.76,2389,3218,849,0,0,0,0.35,0.09,0,,,,
1,4.99,135.62,0.35,103533.53,0.67,0,0.8,13.4,67.36,14.2,0.69,0.98,0.48,23,70,0,0,0.2,0,0.33,0,0.2,,,,
1,24.99,39.3,0.45,7020732.57,1,0,0.13,0.13,11.88,1.57,0.57,1.45,0.22,175,504,0,0,0,0,0,0,0,,,,
0,4.99,106.19,0.42,88093.22,0.5,0.25,0.86,3.43,52.02,14.67,0.7,0.83,0.54,5,11,0,0,0.14,0,0.25,0,0.14,,,,
0,4.99,133.33,0.33,72797.42,0.5,0,0.14,3.57,53.34,23.16,1.1,2.88,0.34,448,900,207,0,0.14,0,0.33,0.17,0,,,,
0,4.99,115.53,0.33,3739456.71,0.21,0.63,1,3.4,63.46,13,0.74,0.96,0.51,56,122,0,0,0.6,0.2,0.11,0.05,0.8,,,,
0,4.99,120.93,0.34,64422.52,0.19,0.62,1,144.33,112.73,97.4,0.78,0.87,0.61,0,0,0,1,0.33,0.33,0.17,0.02,1,,,,
1,24.99,100,0.43,1668920.99,0.38,0.63,1,172.75,74.14,35.4,0.85,0.96,0.73,190,523,0,0,0.5,0,0,0,1,,,,
0,99.99,166.67,0.45,4033369.1,0.42,0,1,4.5,94.9,22.02,0.91,1.82,0.61,466,1713,0,0.33,0.33,0,0.53,0.05,0.67,,,,
1,4.99,128.93,0.39,1784254.61,0,0,1,1.33,54.11,6.33,0.76,0.92,0.66,0,0,0,0,0,0,0,0,0,,,,
0,4.99,129.26,0.32,1041799.44,0.57,0,0.8,0.6,34.85,1.33,0.49,1.07,0.18,30,119,0,0,0.4,0,0.14,0.28,0.4,,,,
0,4.99,64,0.34,897369.48,0.75,0,0.57,0.43,29.45,0,1.08,3.85,0,24,58,0,0,0,0,0,0.25,0,,,,
1,9.99,182.5,0.37,246740.98,0.53,0.12,0.33,22.67,157.33,113.83,1.08,1.41,0.88,570,781,408,0.33,0.67,0,0.29,0.06,0,,,,
0,24.99,191.37,0.34,77038.3,0.38,0,0.25,0.25,101.18,26.73,0.71,0.97,0.46,3637,5404,2786,0,0,0,0.63,0,0,,,,
0,4.99,123,0.36,1093162.62,0.43,0.07,1,7.75,46.04,5,0.7,1,0.53,24,88,0,0,0.25,0.13,0.36,0.14,0.5,,,,
0,4.99,47.36,0.41,226411.02,0,0,0.5,9.25,17.86,3.2,0.57,0.81,0.31,30,54,0,0,0,0,1,0,0,,,,
0,4.99,89.5,0.42,586910.18,0.36,0,0.5,0.25,76.65,51.36,0.89,0.93,0.85,60,121,1,0,0,0,0.45,0.18,0.25,,,,
1,9.99,176.67,0.33,635780.22,0.29,0.06,0.33,14.33,135.94,79.7,0.94,0.99,0.89,605,1400,76,1,0.33,0,0.24,0.41,0.67,,,,
1,9.99,223.93,0.34,784558.48,0.53,0.05,1,1,96.88,0.73,0.66,0.91,0.14,1,4,0,0,0.33,0,0.32,0.11,0.5,,,,
0,4.99,99.7,0.38,112261.33,0,0,0.2,10.4,50.47,24,0.85,1.32,0.58,356,598,27,0,0,0,1,0,0,,,,
0,4.99,187.38,0.31,325304.3,0.45,0.02,0.2,0.2,122.72,58.73,0.92,1.07,0.64,480,752,190,0,0,0,0.35,0.19,0.8,,,,
0,4.99,90.8,0.48,720306.37,0.29,0.21,0.43,6.86,42.41,5.4,0.89,1.62,0.52,59,136,2,0,0.29,0,0.43,0.07,0.43,,,,
0,4.99,162,0.34,612532.72,0.5,0,1,0.75,67.3,17.6,0.73,0.9,0.56,28,111,0,0.33,0.5,0.25,0.4,0.1,0.5,,,,
1,4.99,119.8,0.38,219517.19,0.88,0,0.25,0.25,76.12,30.47,1.1,1.43,0.59,247,341,135,0,0,0,0.13,0,0,,,,
0,24.99,100.2,0.35,661772.12,0.45,0,0.75,0.38,46.64,0.3,0.54,1.12,0.04,29,138,0,1,0,0.13,0.4,0.15,0.75,,,,
0,4.99,100,0.4,1508302.9,0.45,0,0.14,0.14,69.05,27.07,0.79,0.96,0.6,21,50,1,0,0,0,0.36,0.18,0,,,,
0,4.99,145.63,0.37,424319.24,1,0,0.67,1.17,35.27,0.3,0.67,1.49,0.1,15,35,0,0,0,0,0,0,0,,,,
1,4.99,195.3,0.45,640350.43,0.27,0,0.75,26.75,74.08,21,0.84,1.01,0.66,25,74,0,0,0,0,0.64,0.09,1,,,,
0,4.99,289.87,0.33,305910.88,0.47,0,0.8,2.6,101.3,0,0.5,0.99,0,207,471,0,1,0.4,0,0.47,0.07,0.2,,,,
0,4.99,140,0.38,105841.78,0.36,0,0.33,0.67,78.72,44.15,0.87,0.93,0.82,116,142,75,0,0,0,0.55,0.09,0,,,,
1,4.99,63.83,0.37,558208.88,0.6,0,1,7,44.89,20,0.87,1.16,0.53,117,235,0,0,0,0,0.2,0.2,0,,,,
1,9.99,101.5,0.37,316578.27,0.31,0.06,0.33,0.17,66.71,40.35,0.74,0.94,0.64,50,144,1,0,0.33,0,0.44,0.19,0.5,,,,
0,4.99,38.67,0.39,204263.83,1,0,0.33,0.33,26.33,14,0.94,1.02,0.86,285,324,247,0,0,0,0,0,0.33,,,,
0,24.99,82.55,0.42,4724312.94,0.44,0.11,0.17,0.17,53.02,20.7,0.81,0.96,0.6,1330,3379,0,0,0,0,0.11,0.33,0.17,,,,
1,24.99,390.67,0.34,587617.21,0.37,0.01,1,179.2,151.85,53.04,0.85,0.9,0.67,12,41,0,0.2,0.2,0,0.51,0.1,1,,,,
0,9.99,56,0.35,403721.82,0.67,0,1,2,20.13,1.6,0.46,0.6,0.29,0,1,0,0,0.67,0.33,0.33,0,0,,,,
0,24.99,400,0.34,511085.16,0.44,0.52,0.5,159.75,187.6,52.5,0.79,0.95,0.67,354,1091,1,0,0,0,0.04,0,0.88,,,,
1,24.99,81.8,0.4,733891.73,0.5,0.33,0.33,0.33,68.01,46.9,0.79,0.99,0.55,31,65,0,0,0,0,0.17,0,0.33,,,,
1,4.99,109.5,0.35,218620.66,0.71,0.06,0.13,0.13,43.13,2,0.68,1.03,0.2,164,399,12,0.2,0.25,0,0.18,0.06,0.5,,,,
1,4.99,188.17,0.34,646215.48,0.56,0.11,1,1,67.24,3.33,0.51,0.94,0.28,0,1,0,1,0.33,0,0.33,0,0.33,,,,
0,9.99,143.11,0.37,1331993.1,0,0,1,50,75.32,0.57,0.63,1,0.19,166,497,0,0,0,0,0,0,0,,,,
0,4.99,130.95,0.38,190826.84,0.35,0,1,70.33,59.37,5,0.68,0.88,0.37,1,2,0,0,0,0.17,0.59,0.06,0.5,,,,
0,4.99,208.47,0.31,184836.85,0.47,0,0.88,0.38,84.24,2.2,0.64,1.37,0.17,38,147,0,0,0.25,0.13,0.47,0.07,0.25,,,,
0,9.99,333.33,0.13,1020244.05,0.43,0.04,0.38,0.13,89.81,1.2,0.58,1.18,0.11,165,593,0,0,0,0.13,0.46,0.07,0.25,,,,
