is_std,ftd_price,max_win_multiplier,avg_total_wins,avg_wager,wildball_silver_rate,wildball_specia_diamond_rate,num_days_ooc_per_day,sum_total_ooc_per_day,avg_win_multiplier,min_win_multiplier,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_gold_rate,wildball_emerald_ruby_rate,vv_completed_rate,,,,
1,4.99,67.6,0.44,318186.29,0,0,0.25,0.75,20.73,4.5,0.53,0.76,0.24,95,144,53,0,0.25,0.25,1,0,0,,,,
1,4.99,111.11,0.32,1216823.76,0.54,0,0.75,20.25,98.36,88,0.79,0.96,0.57,3,6,0,1,0,0,0.38,0.08,0.5,,,,
1,4.99,54,0.42,242413.37,0,0,0.8,0.2,23.48,0.13,0.49,0.91,0.09,148,248,0,0,0,0,0,0,0,,,,
0,4.99,72.06,0.47,692875.53,0.08,0.46,0.13,6.13,37.95,9.73,0.78,1.21,0.58,128,220,79,0,0.13,0,0.23,0.23,0.75,,,,
0,4.99,99.67,0.31,336797.22,0.33,0.33,0.75,39.25,47.82,7.93,0.59,0.8,0.31,1,4,0,0,0,0,0.33,0,0,,,,
0,4.99,89.67,0.3,145932.15,0.64,0,1,2.17,36.83,8,0.68,0.93,0.34,1,2,0,0,0.33,0.17,0.36,0,0.33,,,,
1,4.99,147.33,0.36,705461.83,0,0,1,6.5,54.08,0,0.5,0.87,0,1,2,0,0,0,0,0,0,0,,,,
0,4.99,52,0.34,561942.3,0.38,0,0.75,40.38,25.79,5,0.61,1.03,0.18,6,17,0,0,0.13,0.13,0.63,0,0.25,,,,
0,4.99,251,0.47,255412.2,1,0,0.5,1.38,89.37,0.8,0.69,1.31,0.12,161,444,0,1,0.13,0,0,0,0,,,,
1,9.99,52.8,0.48,1040651.08,0,0,0.63,0.38,15.31,0,0.34,0.79,0,0,1,0,0,0,0,0,0,0,,,,
0,99.99,171.67,0.32,325091.28,0.57,0.03,0.13,0.13,88.13,40.8,1.08,2.13,0.69,25654,33455,17250,1,0.25,0,0.33,0.07,0.75,,,,
1,4.99,88.13,0.35,88039.51,0.3,0,1,2.25,49.01,23.2,0.66,0.84,0.54,0,1,0,0,0.5,0,0.7,0,0.75,,,,
0,9.99,120,0.45,983168.19,0,0,0.17,0.17,44.47,10,1.05,1.85,0.76,1413,2781,225,0,0,0,0,0,0,,,,
1,4.99,139.33,0.26,962108.43,0.21,0.07,0.4,6.2,98.6,60.8,0.95,1.27,0.57,229,625,0,0.67,0.2,0,0.57,0.14,0.2,,,,
1,9.99,1737.67,0.38,646130.64,0.36,0.14,0.88,10.25,263.74,6.67,0.78,1.35,0.21,80,211,0,0.6,0.25,0,0.32,0.19,0.5,,,,
0,24.99,43.4,0.37,1663009.6,0.78,0,0.63,0.13,23.3,0.91,0.57,0.89,0.09,103,485,0,0,0.13,0.13,0.22,0,0.25,,,,
0,4.99,90.94,0.36,562747.89,0.14,0,0,0,40.54,4,0.62,0.9,0.37,16,18,15,0,0,0.13,0.57,0.29,0.25,,,,
0,4.99,2516.68,0.43,375117.99,0.33,0,0.75,61.13,606.76,9.9,1.07,2.62,0.6,605,1521,0,0.2,0.25,0.13,0.53,0.14,0.25,,,,
1,9.99,89.89,0.42,516078.86,0.33,0,0.33,2.33,73.42,60,0.94,1.13,0.79,241,291,152,0,0,0,0.17,0.5,0,,,,
0,4.99,84.67,0.34,284581.66,0.17,0.3,1,18.63,45.43,9.93,0.73,0.98,0.37,17,45,0,0,0,0,0.5,0.03,0.88,,,,
1,4.99,82,0.42,240000,0.45,0,0,0,60.67,40,0.85,0.91,0.78,211,292,145,0,0.4,0,0.36,0.18,0.6,,,,
0,4.99,54.05,0.53,2690875.38,0,1,0.8,4.4,28.05,1.5,1.43,4.66,0.36,81,238,0,0,0.2,0.2,0,0,0,,,,
1,9.99,116.3,0.42,4193638.01,0.62,0,1,3,54.37,2.4,0.78,1.1,0.3,48,143,0,0.33,0.33,0.17,0.38,0,0.67,,,,
0,4.99,75.5,0.4,818775.55,0.4,0,0.4,1,47.3,4.4,0.75,1.08,0.37,64,128,0,0,0,0.2,0.4,0.2,0.4,,,,
0,4.99,750,0.6,259517.16,0.47,0,0.13,0.13,167.87,14,0.95,1.42,0.64,1783,3217,89,0.14,0.38,0.25,0.47,0.05,0.88,,,,
0,4.99,276.87,0.43,86309139.5,0.33,0,0,0,107.46,25.6,3.02,7.76,0.6,274,660,58,0,0.2,0,0.33,0.33,0.2,,,,
0,4.99,852.27,0.43,755689.72,1,0,0.25,7,231.91,10.17,0.89,1.41,0.54,501,1307,71,0,0,0,0,0,0,,,,
0,4.99,233.18,0.34,1545359.9,0,0,0.88,0.38,45.88,0,0.51,0.95,0,0,0,0,0,0,0.13,0.5,0.5,0.13,,,,
0,4.99,67.27,0.35,630358.72,0.52,0.05,0.88,2.88,42.73,19.64,0.78,1.07,0.47,82,244,0,0,0.13,0.13,0.38,0.05,0.88,,,,
0,9.99,183.44,0.35,348793.89,0.34,0.02,0,0,90.2,2.27,0.8,1.01,0.27,1741,2804,84,0.2,0.29,0.14,0.55,0.09,0.71,,,,
1,4.99,235.91,0.35,341820.1,0.29,0.02,0.83,144.33,162.64,101.33,0.88,1.08,0.77,214,771,0,0.5,0.33,0,0.48,0.22,1,,,,
1,4.99,114.13,0.35,900419.05,0.5,0,0.33,0.33,74.49,42.17,0.96,1.7,0.35,351,998,0,1,0,0,0.31,0.2,0.83,,,,
1,4.99,67.8,0.34,245350.92,0.6,0,0.67,0.33,46.63,14.03,0.62,0.84,0.33,63,154,0,0.33,0,0.33,0.4,0,0,,,,
1,9.99,120,0.33,1776004.56,0.46,0,0.57,0.43,61.53,13.75,0.81,1.02,0.62,86,229,2,0,0.29,0,0.38,0.17,0.71,,,,
0,4.99,151,0.35,83231.56,0.49,0.04,1,271,102.91,38.76,0.78,0.89,0.57,14,53,0,0,0.25,0,0.36,0.11,0.88,,,,
0,4.99,133.33,0.29,231650.01,0,0,1,8.5,50.26,0.36,0.49,0.83,0.06,0,0,0,0,0,0.25,0.5,0.5,0,,,,
0,4.99,1666.67,0.33,164805.15,0.2,0,0.33,10.33,835,3.33,1.19,1.96,0.43,979,1606,352,0,0,0,0.8,0,0,,,,
0,4.99,32.2,0.41,228533.62,1,0,1,0.33,12.92,2.3,0.53,0.91,0.29,0,0,0,0,0.33,0,0,0,0,,,,
0,4.99,48,0.33,344697.15,0.5,0,0.33,1.67,35.67,25,0.86,1.57,0.42,174,358,18,0,0.33,0.67,0.33,0.17,0,,,,
0,4.99,50,0.52,133910.17,0.5,0,1,6,24.44,5,0.69,0.9,0.41,3,8,0,0,0,0,0.5,0,0.25,,,,
1,4.99,409.1,0.37,1199517.5,0.2,0.6,0.5,3.5,160.74,24.82,0.77,0.93,0.51,7,19,0,0,0,0,0.2,0,0.5,,,,
0,24.99,1452.07,0.31,673867.72,0.28,0.25,0.13,8.25,308.25,88.33,0.92,1.33,0.56,2430,4210,211,0.17,0,0,0.34,0.13,1.13,,,,
1,4.99,233.33,0.32,2435999.64,0.61,0,1,62.75,123.97,13.36,0.8,0.98,0.33,53,157,0,0,0.25,0,0.35,0.04,0.75,,,,
1,4.99,81.4,0.33,528448.86,0,0,0.4,0.2,32.23,7,0.65,0.93,0.38,82,243,0,0,0,0,1,0,0,,,,
0,24.99,536.67,0.49,5460937.81,0.48,0.03,0.75,124.63,171.74,84,0.89,0.99,0.76,90,354,0,0.6,0,0,0.44,0.06,1.13,,,,
1,2.99,102,0.38,51992.9,0.33,0.33,0,0,47.63,18.74,0.84,1.02,0.62,557,683,235,0,0,0,0.33,0,0,,,,
0,9.99,201.34,0.34,94783.49,0.44,0,0.75,16.5,122.27,36.93,0.95,1.76,0.59,238,672,0,0,0.25,0,0.56,0,0,,,,
1,4.99,138.9,0.52,1172534.14,0.31,0.12,0.5,21.75,90.78,28.33,0.93,1,0.85,45,72,3,0,0.5,0,0.46,0.12,1,,,,
1,4.99,44.2,0.39,371029.34,0.5,0,0.67,2,30.43,16.67,0.8,0.86,0.75,0,1,0,0,0.33,0,0.5,0,0,,,,
0,4.99,135,0.38,849775.71,0.14,0.14,0,0,59.22,0.8,0.72,0.96,0.14,182,288,49,0,0.17,0.17,0.57,0.14,0.33,,,,
0,24.99,104.5,0.34,40049.96,0,0,0,0,81.42,68.5,1.01,1.33,0.83,13031,13090,13000,0,0,0,0.5,0.5,0,,,,
1,4.99,127,0.29,614719.19,0,0,0.67,11.67,79.18,30,0.83,1.31,0.61,99,345,0,1,0.33,0.17,0.67,0.33,0.17,,,,
1,9.99,650,0.55,444318.7,0.22,0.22,0.57,3.14,127.23,2.6,0.79,1.06,0.41,183,486,0,1,0.29,0,0.22,0.33,0,,,,
0,4.99,75,0.35,146475.46,0.54,0,0.5,23.63,28.08,1.2,0.73,2.27,0.12,31,68,0,0,0.25,0.13,0.38,0.08,0.5,,,,
0,9.99,54.51,0.36,908384.14,0,0,0.25,0.25,35.41,17.67,0.64,0.94,0.27,116,230,42,0,0,0,1,0,0,,,,
1,9.99,258.67,0.26,1224559.83,0.6,0,0.33,0.33,119.49,0.67,0.65,1.12,0.09,80,237,1,0,0,0,0.3,0.1,0.33,,,,
1,4.99,79.13,0.47,225306.95,0.48,0.04,0.8,26.4,62.4,50,0.87,0.95,0.74,59,244,0,0.2,0,0,0.26,0.23,1,,,,
0,4.99,120.97,0.39,788684.93,0,0,0.67,6,62.48,4,0.66,0.92,0.41,0,0,0,0,0,0,0,0,0,,,,
1,9.99,94,0.53,9158318.61,0,0,0,0,77.05,60.1,0.97,1,0.93,9,17,1,0,0,0,0,0,0,,,,
0,4.99,111.6,0.36,374355.39,0.6,0.2,0.67,19.67,56.9,2.2,0.57,0.88,0.27,0,0,0,0,0,0,0.2,0,0,,,,
0,4.99,176,0.22,9452463.68,0.56,0.06,1,0.86,77.83,2.4,0.5,0.93,0.11,0,1,0,0,0.29,0,0.38,0,0.14,,,,
0,4.99,203.53,0.36,1248691.62,0.5,0,1,3.25,46.56,0,0.54,0.93,0,38,76,0,0,0.25,0.13,0,0.5,0.25,,,,
1,4.99,143,0.34,219850.05,0.4,0,1,35,76.74,34.75,0.72,0.8,0.61,0,1,0,0,0.33,0,0.6,0,0.67,,,,
0,9.99,666.67,0.38,247028.69,0.66,0.02,0.13,2.38,185.36,25,1.16,1.85,0.83,1828,2603,1006,0,0,0,0.22,0.1,1,,,,
0,4.99,103.67,0.33,689031.54,0.42,0,0.2,0.2,66.21,34,0.77,1.07,0.54,52,108,10,0.33,0.4,0.2,0.5,0.08,0.6,,,,
0,2.99,145,0.34,168975.1,0.64,0,0.88,46.75,72.12,19.8,0.7,0.88,0.44,0,0,0,0,0,0,0.36,0,0.75,,,,
0,24.99,75.38,0.42,546700,1,0,0.17,0.17,47.12,17.23,0.92,1.09,0.7,2557,4176,1024,0,0,0,0,0,0,,,,
1,9.99,52.33,0.23,1247218.62,0.33,0,1,1.33,22.89,2.67,0.48,0.75,0.23,0,0,0,0,0.33,0,0.67,0,0.33,,,,
0,4.99,120.7,0.48,325526.33,0.4,0,0.5,10,86.75,52.8,0.85,0.93,0.77,74,149,0,0,0,0,0.6,0,0.25,,,,
1,9.99,56.88,0.42,1853211.5,1,0,0.33,31.67,56.88,56.88,0.85,0.85,0.85,0,0,0,0,0,0,0,0,0.33,,,,
1,24.99,128.55,0.4,534773.93,0.28,0.06,1,21.67,82.4,2.23,0.62,0.92,0.21,1236,3707,0,1,0,0,0.55,0.1,0.67,,,,
1,4.99,23.33,0.55,380449.79,0,0,1,2,11.96,1.03,0.57,0.82,0.26,0,0,0,0,0,0,0,0,0,,,,
0,4.99,82.2,0.34,1577195.45,0.45,0.09,0.2,0.4,50.16,10.8,0.83,0.99,0.47,32,94,0,0,0.4,0,0.41,0.05,0.8,,,,
0,9.99,70.67,0.21,710503.19,0,0,0.33,0.33,55.63,40.6,0.74,0.96,0.51,223,353,93,0,0,0,1,0,0,,,,
1,4.99,140.33,0.34,237597.88,0.5,0,0.6,9.6,65.38,9.15,1.02,1.83,0.55,201,376,125,1,0.2,0.2,0.3,0.2,0.8,,,,
0,4.99,100.74,0.34,694758.73,0.38,0.5,1,1,34.35,3.6,0.6,0.91,0.13,1,4,0,0,0.14,0.14,0,0.13,0,,,,
0,4.99,102.37,0.56,171674.93,0.14,0.14,0.5,1,40.59,1.87,0.67,0.91,0.35,16,28,0,0,0.13,0.25,0.71,0,0.38,,,,
1,49.99,153.92,0.39,1879187.41,0.79,0,0,0,103.57,66.88,0.83,0.96,0.71,881,2099,137,0,0.33,0,0.21,0,1.33,,,,
0,4.99,141.26,0.33,311493.84,0.58,0.05,1,7.75,54.46,2,0.66,0.89,0.25,7,23,0,1,0.25,0.13,0.26,0.11,0.63,,,,
0,2.99,102,0.32,133390.16,0.25,0,0.33,64,95.5,91,0.92,1.03,0.81,294,395,239,1,0.67,0,0.5,0.26,1,,,,
0,4.99,688.77,0.39,678280.28,0.23,0.02,0.6,2.2,210.45,44.5,0.89,1.05,0.75,123,284,4,0.5,0.4,0,0.59,0.16,0.4,,,,
0,4.99,159,0.31,178329.42,0.33,0.08,1,54.13,63.51,6,0.57,0.95,0.24,1,2,0,0,0.13,0.25,0.5,0.08,0.25,,,,
1,4.99,209.49,0.4,274624.9,0.71,0,1,72.25,95.16,13.69,0.76,0.92,0.45,15,46,0,0,0.25,0,0.29,0,0.25,,,,
1,4.99,84.65,0.43,292689.36,0.5,0,0.25,11.25,58.56,40,0.95,1.1,0.84,552,717,378,0,0,0,0,0.5,0.25,,,,
0,4.99,661.48,0.31,40049.7,0.75,0,0,0,232.97,46,0.93,1.1,0.76,2623,2778,2362,1,0,0,0.25,0,0,,,,
0,4.99,164.29,0.22,1379630.62,0.67,0,0.13,0.13,164.29,164.29,2.03,2.03,2.03,206,206,206,0,0,0,0.33,0,0.13,,,,
0,2.99,34.3,0.35,50262.47,0,0,0,0,34.3,34.3,0.55,0.55,0.55,1358,1358,1358,0,0,0,0.67,0.33,0.17,,,,
0,24.99,174.32,0.38,3232646.11,0.33,0.07,0.5,0.88,45.38,6,0.64,1.11,0.27,101,353,1,0,0,0.13,0.6,0,0.63,,,,
0,4.99,101.1,0.75,620025,0,0,1,1,34.26,0.5,0.47,0.92,0.18,0,1,0,0,0,0.33,0,0,0,,,,
0,9.99,74.68,0.5,6899539.85,0.4,0,0.29,0.43,24.76,1.67,0.91,1.48,0.49,90,354,0,0,0.14,0.14,0.6,0,0.14,,,,
1,9.99,169,0.35,331953.61,0.38,0.04,0.75,17,125.17,17.33,0.77,0.98,0.48,148,296,0,1,0,0,0.5,0.08,0.75,,,,
0,4.99,147.6,0.31,307589.07,0.4,0.1,0.88,24,44.45,5.87,0.7,1.34,0.49,16,53,0,0,0.13,0.13,0.5,0,0.38,,,,
0,99.99,108.4,0.51,124212090,0.4,0,0.25,0.75,65.49,11.55,1.04,1.5,0.54,202,566,0,0,0.25,0.25,0.6,0,0.25,,,,
1,4.99,152,0.42,232455.93,0,0,0.67,1.83,60.97,2.7,0.7,1.05,0.35,228,485,0,1,0.17,0.17,0,0,0,,,,
1,4.99,120.34,0.36,72139.15,0.29,0,1,45.25,55.62,1.33,0.54,0.82,0.07,5,19,0,0,0.13,0,0.57,0.14,0.38,,,,
1,4.99,112.82,0.45,378523.08,0.5,0,1,2.67,63.75,20.92,0.84,0.94,0.68,0,1,0,0,0.33,0,0.25,0.25,0.33,,,,
0,4.99,52.97,0.4,1352891.88,0.67,0,1,2.38,18.22,1.72,0.49,1.02,0.24,13,31,0,0,0.13,0.25,0,0.33,0,,,,
0,9.99,310.4,0.35,81302.16,0.48,0.02,0,0,121.87,66,1.04,1.65,0.65,2285,3058,1405,0.75,0.29,0.14,0.46,0.04,0.43,,,,
0,4.99,915.91,0.38,355769.02,0.5,0,0.83,60,253.24,56.25,0.85,0.95,0.7,23,58,0,0.5,0.17,0.17,0.5,0,0.33,,,,
1,9.99,56.4,0.39,1894762.48,0.31,0.08,1,1.33,49.31,43.33,0.78,0.9,0.67,80,241,0,0,0.67,0,0.54,0.08,0.67,,,,
0,4.99,140.2,0.35,244165.96,0.39,0.12,1,23.86,35.82,2.2,0.54,0.83,0.2,3,11,0,0.5,0,0,0.5,0,0.57,,,,
0,4.99,67.1,0.48,1212669.53,1,0,0.71,0.43,16.45,0.27,0.38,0.73,0.04,19,56,0,0,0.14,0.29,0,0,0.14,,,,
0,4.99,88,0.31,91879.65,0.43,0.28,0.67,4.67,61.13,11.13,0.72,1.06,0.38,33,66,0,0,0.33,0,0.29,0,0,,,,
0,2.99,90.25,0.37,143275.84,0.45,0.23,1,27.43,51.84,2.2,0.65,0.93,0.11,26,78,0,0,0.14,0.14,0.27,0.05,0.29,,,,
0,4.99,74.25,0.35,228742.67,0.17,0.33,1,1.5,41.63,26.27,0.67,0.81,0.55,0,1,0,0,0,0.25,0.5,0,0.25,,,,
1,24.99,105.53,0.4,1007603.56,0.14,0.14,0,0,48.23,4.4,0.72,0.99,0.45,132,449,21,0,0.17,0,0.57,0.14,0,,,,
0,4.99,409.1,0.43,857890.51,0.64,0,0.5,0.75,212.1,15.1,0.65,0.94,0.36,1,2,1,0,0.25,0,0.36,0,0.25,,,,
0,4.99,87.55,0.47,352750.79,0,0,0.67,5.67,34.45,0.55,0.51,0.76,0.09,5,11,0,0,0,0.33,1,0,0,,,,
0,24.99,284.55,0.42,397768.03,1,0,0.14,0.14,112.86,60,0.9,1.23,0.26,1731,3079,155,0,0,0,0,0,0,,,,
1,9.99,70.14,0.54,350813.87,0.25,0,1,52.67,28.25,6.98,0.75,0.93,0.46,3,13,0,0,0,0,0.75,0,0.5,,,,
0,9.99,12,0.32,547679.52,0,0,0.57,0.43,4.61,1.6,0.37,0.75,0.25,3,8,0,0,0,0,0,0,0,,,,
0,4.99,25,0.47,211154.37,0,0,0.5,6,18.2,10.47,0.72,0.86,0.6,11,23,0,0,0,0,1,0,0,,,,
1,4.99,106.8,0.46,412920.53,0.33,0,0.8,5.8,72.88,2,0.76,0.94,0.2,22,48,0,0,0,0,0.5,0.17,0,,,,
0,24.99,128.24,0.29,70206731,0.5,0,1,3,49.07,3.33,1.07,2.1,0.41,266,532,0,0,0.33,0,0.5,0,0,,,,
0,4.99,83,0.34,12239089.68,0.55,0,0.5,1.88,25.49,4.8,1.23,4.67,0.04,48,75,0,1,0.38,0.25,0.25,0.2,0.13,,,,
0,4.99,107.52,0.53,542252.44,0.5,0,0.67,2,69.3,31.08,1.52,2.26,0.78,69,138,0,0,0,0,0,0.5,0.33,,,,
0,4.99,109,0.33,135003.92,0.33,0,0.67,16.17,64.4,10.67,0.74,0.82,0.64,8,17,0,0,0.17,0,0.67,0,0.17,,,,
0,4.99,78.9,0.34,231711.79,0.15,0.85,0.29,0.43,60.38,38.5,0.87,1.44,0.48,161,465,6,0,0.29,0.14,0,0,0.57,,,,
1,2.99,100,0.36,257082.02,0.25,0,0.67,1.33,35.17,0.5,0.51,0.9,0.17,17,44,0,0,0.33,0,0.5,0.25,0.33,,,,
1,9.99,178,0.33,237890.94,0,0,0,0,104.22,19.8,0.94,1.15,0.68,501,656,131,0,0,0,0,0,0,,,,
0,4.99,49.07,0.33,112565.75,0.67,0,0.75,6.75,17.29,0.4,0.3,0.73,0.04,0,0,0,0,0,0,0.33,0,0,,,,
0,4.99,130.91,0.33,1455889,0.79,0,1,1.25,23.5,0.25,0.5,0.97,0.06,0,1,0,0,0,0,0.21,0,0,,,,
0,4.99,102,0.28,383420.53,0.4,0,1,5.33,66.53,24.33,0.78,0.83,0.72,2,5,0,0,0,0,0.6,0,0,,,,
0,2.99,185.25,0.43,340178.55,0.47,0,1,53.5,63.48,5.4,0.8,1.06,0.54,29,83,0,0,0.25,0.13,0.42,0.1,1,,,,
0,4.99,175.46,0.32,149128.97,0.5,0,1,16.67,78.8,27.27,0.73,0.82,0.67,10,20,0,0,0.33,0,0.25,0.25,0.67,,,,
0,49.99,55.6,0.46,4732885.87,0.36,0,0.5,7,36.29,0,0.61,1.07,0,26,66,0,0,0.5,0,0.36,0.27,0.75,,,,
0,4.99,38,0.4,206930.81,0.4,0.4,0.67,5,32.5,24.6,0.68,0.83,0.58,126,293,2,0,0,0,0.2,0,0,,,,
0,9.99,38.83,0.33,207816.22,0,0,0.33,0.33,27.33,21.17,0.64,0.9,0.37,967,1406,705,0,0,0,0,0,0,,,,
0,4.99,121.8,0.46,78326.3,0.46,0.04,0.88,51.13,69.45,33.07,0.73,0.89,0.48,16,40,0,0.33,0,0,0.36,0.14,1,,,,
0,4.99,108.27,0.38,602382.2,0.63,0,1,23.8,46.91,1.6,0.81,1.45,0.18,365,731,0,0,0.2,0.2,0.38,0,0.4,,,,
0,4.99,58.62,0.35,322149.64,0.71,0,1,5.5,31.66,1.5,0.54,0.81,0.28,1,2,0,0,0.25,0,0.29,0,0.25,,,,
0,4.99,66.65,0.28,94377.71,0.4,0.2,0.17,0.17,57.77,47.33,0.89,1.31,0.65,457,614,338,0,0,0,0.2,0.2,0,,,,
1,24.99,129.67,0.35,1893775.55,0.7,0.1,0.2,0.2,75.98,14.39,0.84,1.17,0.55,532,1405,20,0,0,0,0.2,0,0,,,,
0,9.99,238.47,0.37,139254.12,0.55,0.05,0.88,47.13,68.2,11,0.69,0.9,0.54,137,493,0,0.5,0.25,0.13,0.4,0,0.75,,,,
1,24.99,308.75,0.36,584420.4,0.42,0.05,1,257.71,159.52,90.91,0.77,0.87,0.65,210,598,0,1.25,0,0,0.42,0.12,1,,,,
1,24.99,148.33,0.32,1614072.92,0,0,0.29,0.57,101.08,53,0.9,1.38,0.52,318,735,0,1,0,0,0,0,0,,,,
0,2.99,250,0.37,307335.38,0.38,0,1,95,69.07,17,0.73,0.93,0.5,0,0,0,0,0.25,0.13,0.56,0.06,0.75,,,,
0,4.99,173,0.34,310233.41,0,0,0,0,76.64,23.01,0.85,1.47,0.46,268,578,12,0.5,0,0.14,0,0,0,,,,
0,9.99,186,0.3,186841.11,0,0,0.17,0.17,110.29,15.07,0.94,1.64,0.45,3000,5368,280,0,0,0,0,0,0,,,,
0,24.99,240.8,0.35,263522.87,0.46,0.02,0.13,0.13,117.42,62.4,0.93,1.25,0.67,2424,2775,1908,1,0,0,0.38,0.13,1,,,,
0,9.99,139.6,0.31,243964.51,0,0,0.13,0.25,58.03,4.55,0.8,1.14,0.31,802,921,686,0,0,0,0,0,0,,,,
0,4.99,627.47,0.41,1781089.42,0.38,0.5,0.4,18,190.27,19.18,0.92,1.43,0.67,379,1074,0,0,0,0.2,0.13,0,0.2,,,,
1,24.99,1728.33,0.4,594575.07,0.43,0,0.2,0.2,422.72,52.12,0.91,1.1,0.82,122,213,52,0.33,0.4,0,0.43,0.15,0.8,,,,
0,24.99,196.5,0.42,70277556.04,0.47,0.07,0.2,10.4,90.36,5,0.88,1.22,0.52,223,358,0,0.75,0,0,0.37,0.1,0.8,,,,
0,4.99,283.6,0.3,1445272.55,0.52,0,0.83,131.67,143.02,0,0.68,0.98,0,20,73,0,0,0.33,0,0.31,0.17,0.67,,,,
0,9.99,172.67,0.33,569571.05,0.55,0,0.38,0.88,83.4,6,1.08,2.78,0.25,526,1372,0,0,0,0.13,0.45,0,0.25,,,,
1,4.99,110,0.45,590337.08,0,0,0.2,0.2,53.28,5,0.74,1,0.26,82,164,15,0,0,0,0,0,0,,,,
0,4.99,133.6,0.38,534552.34,0.29,0,0.75,15.25,46.3,8.45,0.73,1.48,0.46,46,158,0,0,0.25,0.13,0.71,0,0.25,,,,
0,4.99,36,0.37,161243.51,0.4,0,1,18.67,12.71,1,0.31,0.58,0.14,1,3,0,0,0.67,0,0,0.6,0.33,,,,
0,24.99,65.67,0.32,635731.23,0,0,0.67,1.33,50.54,24.55,0.73,0.88,0.65,2768,8222,0,0,0,0,0,0,0,,,,
0,4.99,98.33,0.66,137787.65,0.5,0.17,1,52.5,43.87,18.33,0.79,0.93,0.59,0,1,0,0.33,0,0,0.33,0,0,,,,
0,4.99,92.05,0.38,127914.86,0,0,1,167.67,60.68,29.2,0.64,0.74,0.52,0,0,0,0,0,0,0.83,0.17,0.33,,,,
0,9.99,8.6,0.52,1059266.35,0,0,1,1.33,5.33,2,0.49,0.67,0.19,0,0,0,0,0,0.33,0,0,0,,,,
0,9.99,152.52,0.4,405707.4,0.33,0,0.63,14.25,60.98,12.27,1.06,3.1,0.4,117,467,1,0,0,0,0.5,0.17,0.75,,,,
0,24.99,57,0.35,1962171.95,0.5,0,0,0,42.17,27.33,0.88,1.05,0.72,658,956,361,0,0,0.33,0.5,0,0.33,,,,
1,24.99,263.47,0.25,163071.47,0.33,0,0.2,0.2,147.61,62.9,0.71,0.86,0.5,2130,3945,555,0,0.2,0,0.44,0.22,0.2,,,,
0,4.99,59.97,0.36,554684.97,0.33,0,1,19.17,15.73,0.8,0.48,0.88,0.17,0,1,0,0,0.17,0.17,0.33,0.33,0,,,,
0,4.99,213.89,0.39,328190.04,0.17,0.04,0.57,1.86,78.9,18.33,0.84,0.97,0.6,42,182,0,0,0.29,0.14,0.48,0.3,0,,,,
0,4.99,43.33,0.27,1030480.57,0,1,0.63,0.38,14,0.33,0.49,0.86,0.09,3,8,0,0,0,0.13,0,0,0,,,,
0,24.99,71,0.47,8874748.77,0,0,0.14,0.43,51.3,7.67,1.08,2.44,0.44,723,3023,33,0,0,0,1,0,0,,,,
0,4.99,214.1,0.38,716426.21,0,0,0,0,72.14,0.27,0.61,1.27,0.02,204,342,47,0,0,0,0,0,0,,,,
0,4.99,121.39,0.32,272618.99,0,0,0,0,99.7,84.7,1.08,1.84,0.78,297,373,222,0,0.25,0.25,0,0,0,,,,
0,24.99,157.38,0.4,754331.58,0.44,0.02,0.13,0.13,80.24,12.44,0.77,0.94,0.5,897,3648,0,0,0.13,0,0.37,0.16,0.75,,,,
1,4.99,88.5,0.3,199548.99,0.45,0.09,0.25,5.75,59.36,13.75,0.65,0.77,0.49,37,81,5,0,0,0,0.36,0.09,0.25,,,,
1,4.99,178.36,0.34,70969.9,0.46,0.04,1,144,128.6,95.47,0.84,0.93,0.8,29,84,1,0.5,0.67,0,0.35,0.16,0.67,,,,
1,4.99,142.9,0.43,376229.41,0.14,0.07,1,22,88.24,48,0.87,0.94,0.78,130,260,0,0,0.33,0,0.57,0.21,1,,,,
0,4.99,217.6,0.31,83673.87,0.49,0.03,1,19.75,100.15,15.34,0.7,1.24,0.29,139,283,0,0,0.25,0,0.43,0.06,0.63,,,,
0,9.99,73.58,0.32,513397.94,1,0,0.2,0.2,41.34,9.09,0.5,0.57,0.42,99,145,54,0,0.2,0,0,0,0.2,,,,
1,4.99,101.1,0.4,755525.93,0.67,0,0.67,1,86.23,76.6,0.86,0.91,0.78,85,179,0,1,0,0,0.25,0.08,1,,,,
0,2.99,111.52,0.41,226844.27,0.5,0,0.25,0.5,50.05,6.5,1.09,1.8,0.43,124,188,18,0,0.25,0.25,0.5,0,0,,,,
0,9.99,43.25,0.42,236716.38,0,0,1,11.67,10.71,2.9,0.44,0.6,0.23,0,0,0,0,0.17,0.17,0,0,0,,,,
1,4.99,122.14,0.37,290786.78,0.5,0.05,0,0,99.04,71,0.79,1,0.6,254,343,146,0.33,0.5,0.25,0.3,0.15,0.75,,,,
0,9.99,744.07,0.31,240000,0.41,0.05,0.13,0.13,247.76,91,0.99,1.41,0.88,1241,1800,985,0.44,0,0,0.47,0.07,1.13,,,,
0,4.99,177.5,0.29,780504.57,0.69,0,0.63,1.25,39.68,0.2,0.47,1.08,0.04,32,125,0,0,0.25,0.13,0.13,0.19,0.25,,,,
