is_std,ftd_price,num_days_ooc_per_day,sum_total_ooc_per_day,avg_win_multiplier,max_win_multiplier,min_win_multiplier,avg_total_wins,avg_wager,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_silver_rate,wildball_gold_rate,wildball_emerald_ruby_rate,wildball_specia_diamond_rate,vv_completed_rate
1,9.99,1,318,49.5,87.5,20,0.29,102082.71,0.57,0.68,0.39,0,0,0,0,0,0,0.47,0.4,0.14,0,0.67
0,4.99,1,29.29,68.5,203.33,5.83,0.41,555529.12,0.7,0.94,0.19,1,3,0,0,0,0,0.46,0.31,0,0.23,0.43
1,4.99,0.2,0.2,113.05,145.93,72.5,0.37,210058.2,0.94,1.08,0.79,223,332,67,0,0.2,0,0.85,0.15,0,0,0.2
1,4.99,1,0.75,25.86,66.2,0.27,0.34,352957.11,0.54,0.81,0.03,0,0,0,0,0,0,0,0,0,1,0
0,4.99,1,66.13,100.7,233.3,19.91,0.39,652755.82,0.84,0.99,0.6,50,137,0,0.67,0.13,0,0.59,0.17,0.13,0.11,0.88
0,24.99,0.33,0.33,36.13,59.75,12.5,0.5,4737560.02,0.91,1.26,0.56,291,470,112,0,0,0,1,0,0,0,0
0,99.99,0.86,133.71,71.52,134.4,45,0.52,1207434.7,0.89,1.18,0.53,46,210,0,0.8,0.29,0.14,0.3,0.48,0.17,0.04,0.57
0,4.99,0.5,1,53.53,126.8,1.45,0.39,70641.99,0.63,1.05,0.1,20,52,0,0,0.33,0.17,0.57,0.43,0,0,0
0,4.99,0,0,16.97,28,5.94,0.4,854147.54,0.56,0.58,0.55,12,19,5,0,0,0,0,0,0,0,0
0,9.99,0.25,0.38,30.9,67.63,8.8,0.43,391521.09,0.76,1.15,0.35,305,1196,3,0,0.13,0.25,0.38,0.5,0.13,0,0.25
1,4.99,0.6,3.6,70.82,250,7,0.44,610875.18,0.8,1.07,0.54,151,381,0,0,0.2,0.2,0,0,0,0,0
0,4.99,0.8,4.8,87.84,172.83,21,0.35,860817.89,0.66,0.9,0.36,25,78,0,0.33,0.4,0.2,0.08,0.67,0.08,0.16,0.8
1,24.99,0.4,0.4,84.74,137.34,39.67,0.34,476165.22,0.82,0.91,0.73,810,3114,0,0,0.4,0,0.5,0.25,0.13,0.12,1
1,4.99,0,0,113.56,242.3,8.5,0.32,337933.62,1.33,3.66,0.59,126,457,14,0,0,0.2,0.5,0.5,0,0,0.4
1,4.99,0.2,0.4,43.33,73.6,23,0.33,241431.25,0.84,1.76,0.4,122,289,25,0,0,0.2,0.5,0.5,0,0,0.2
0,4.99,0.2,0.2,30.28,55,4,0.33,233651.31,0.57,0.86,0.34,272,332,230,0,0.2,0.2,0.33,0.67,0,0,0
0,4.99,0.67,54.33,88.3,119.77,56.82,0.42,97795.8,0.7,0.85,0.55,1,3,0,0,0,0,0,0,0,1,0.33
0,4.99,1,2,15.01,35.75,3.6,0.3,258755.84,0.43,0.86,0.16,0,1,0,0,0,0,1,0,0,0,0
0,4.99,1,2.8,45.16,111.96,0.8,0.31,3316797.06,0.57,0.9,0.17,0,0,0,0,0.4,0.2,0.14,0.43,0.14,0.29,0.2
1,4.99,0.67,1,10.54,14.22,6.87,0.37,449316.36,0.62,0.66,0.58,1,3,0,0,0,0.33,0,0,0,0,0
1,4.99,1,1,34.2,63.33,0.1,0.33,757272.83,0.53,0.86,0.01,4,8,0,0,0,0.33,0,0,0,0,0
1,4.99,1,1.75,60.98,128.5,33,0.33,1457479.88,0.68,0.8,0.44,18,52,0,1,0.25,0,0.5,0.42,0.08,0,1
0,4.99,0.17,0.17,82.91,139.2,52,0.29,860626.99,0.94,1.3,0.7,182,298,37,0,0.33,0,0,0,0,0,0
1,9.99,0.5,0.75,92.71,116.5,80,0.38,246418.54,0.79,0.88,0.74,150,323,6,0,0.5,0,0.75,0.25,0,0,0.25
1,4.99,0.75,2.25,81.02,203,13.5,0.38,99270.72,0.67,0.83,0.36,16,45,0,0,0,0,0,0.5,0.5,0,0.25
1,2.99,1,102,62.87,208.68,1.8,0.51,245932.08,0.61,0.88,0.39,3,6,0,0,0.33,0.17,0.41,0.59,0,0,0.83
1,9.99,0,0,83.18,150,36,0.35,739211.79,0.78,1.1,0.58,120,235,5,0,0,0,0.43,0.43,0,0.14,1
0,4.99,0.67,2.33,60.87,73.73,48,0.29,544334.36,0.8,0.92,0.69,0,1,0,0,0.33,0,0.67,0.33,0,0,0.33
1,24.99,0.25,8.25,81.03,115.5,60.93,0.42,766497.72,0.94,1.01,0.87,45,81,0,0,0.25,0.25,0.41,0.47,0.12,0,0.5
0,4.99,0.88,55.5,54.83,155.64,14.4,0.39,56301.95,0.72,0.98,0.45,53,141,0,0,0.13,0,0.62,0.35,0.04,0,0.25
0,4.99,1,22.67,25.6,50,1.9,0.32,291421.49,0.44,0.74,0.22,94,281,0,0,0,0,0,0,0,0,0
0,4.99,0.17,4.67,46.77,80.4,12.39,0.38,51521.48,0.76,1.37,0.48,210,309,58,0,0,0,0,1,0,0,0
1,9.99,1,109,83.25,113.2,30.68,0.33,653332.87,0.75,0.91,0.46,739,2183,0,0,0.67,0,0.5,0.5,0,0,0
1,9.99,0.83,67,104.08,128.78,60.75,0.34,171920.22,0.82,1.15,0.54,138,328,0,0,0.17,0,0.55,0.35,0.09,0,0.5
1,4.99,0,0,206.22,310.67,140.2,0.34,194775.06,0.83,0.96,0.69,223,414,110,0,0.67,0,0.5,0.47,0.03,0,1
1,24.99,0.75,1,434.71,1034,0.42,0.32,2746716.43,0.65,0.99,0.06,10,27,1,0,0,0,0,0,0,0,0
0,4.99,0,0,50.41,125.83,6.58,0.36,2326861.98,1.02,2.32,0.51,94,273,22,0,0,0,0,0,0,0,0
1,9.99,1,38.5,115.21,193.07,49,0.51,103289.76,0.8,0.9,0.57,180,714,0,1,0.25,0,0.62,0.15,0.15,0.08,0.75
0,9.99,0.5,0.17,155.25,246.67,0.8,0.24,285044.81,0.71,0.95,0.15,159,304,0,0.5,0,0.17,0.5,0.44,0.06,0,0.33
0,2.99,0.2,0.2,55.32,164,10.9,0.33,77764.81,0.71,0.94,0.41,21,28,12,0,0,0,1,0,0,0,0
1,4.99,1,60.33,86.04,109.09,41.02,0.35,155408.64,0.81,0.83,0.78,12,20,0,1,0.33,0,0,0.5,0.17,0.33,1
0,9.99,0.17,0.17,64.14,159,1.6,0.33,2157554.67,0.69,1.02,0.08,104,355,11,0,0.17,0.17,0.41,0.12,0.35,0.12,0.17
1,4.99,0.33,0.67,15.07,21.47,5.33,0.34,804448.89,0.78,0.96,0.61,27,40,19,0,0.33,0.33,0,0,0,0,0
0,4.99,0.33,1.5,30.22,73.13,8.09,0.32,2225815.57,0.67,0.92,0.24,67,199,0,1,0.17,0,0.2,0.6,0.2,0,0.33
0,4.99,0.33,4.33,58.52,91.98,40.91,0.35,66551.74,0.73,0.78,0.63,218,433,108,0,0.33,0.17,0.27,0.07,0,0.67,0.17
1,9.99,0.25,0.25,23.69,73.07,5,0.2,458013.59,0.6,0.71,0.45,55,74,4,0,0,0,0,0.67,0.33,0,0
1,2.99,1,718.75,237.88,637.25,71.12,0.4,177308.87,0.77,0.94,0.65,5,10,0,0,0,0,0.47,0,0,0.53,1.25
0,4.99,0.8,4.4,33.53,78.11,1.5,0.39,138672.38,0.56,0.85,0.18,0,1,0,0,0,0,0.17,0.83,0,0,0
0,4.99,1,19,46.23,91.44,0.22,0.34,484640.48,0.5,0.94,0.02,34,74,0,0.33,0.4,0.2,0.71,0.21,0.07,0,0
0,4.99,0.57,0.14,115.8,317.73,0.75,0.37,2506275.01,0.77,1.51,0.14,26,107,0,1,0.14,0.14,0.67,0.33,0,0,0.29
1,4.99,1,0.86,19.93,83.33,0,0.31,1041101.52,0.41,0.93,0,55,110,0,0,0.14,0,0,1,0,0,0.14
0,9.99,0.86,0.86,1372.63,8015.2,0.3,0.4,3287296.8,0.64,0.95,0.15,3,8,0,0,0,0,0.33,0.33,0.33,0,0
0,4.99,0.33,0.33,63.91,100,38.6,0.48,396540.37,0.93,1.18,0.65,266,694,0,0,0,0.33,0.5,0.25,0.25,0,0.33
1,9.99,0.5,0.25,75.78,112.33,31,0.35,1905660.47,0.84,0.99,0.71,108,291,1,0,0,0,0.33,0.33,0.33,0,0
1,9.99,0.13,0.25,101.99,179.88,51.28,0.38,246727.1,0.9,1.15,0.73,362,611,113,0.33,0.25,0,0.3,0.25,0.15,0.3,0.88
1,4.99,1,28.25,127.97,196.67,19.13,0.24,186581.29,0.68,0.91,0.37,0,1,0,0,0,0,0.33,0.33,0.17,0.17,0
1,4.99,0.33,17.83,163.24,650,1.3,0.42,193635.05,0.84,1.13,0.55,369,675,27,0,0.17,0,0.15,0.35,0.2,0.3,0.83
0,4.99,1,0.75,25.75,100,0.81,0.45,1261937.47,0.61,1.43,0.12,47,142,0,0,0,0.13,0.25,0,0,0.75,0.25
0,9.99,1,11,95.77,276.14,0,0.33,1178833.14,0.39,0.84,0,6,13,0,0,0,0.33,1,0,0,0,0.67
0,9.99,0.67,1.67,123.04,231.84,14.24,0.33,707639.26,0.58,0.89,0.26,8,16,0,0,0,0,0.58,0.33,0.08,0,0.33
0,24.99,0.75,1,95.75,167.67,58.88,0.44,3175531.23,0.9,1.17,0.69,107,374,0,0,0,0,0.67,0.33,0,0,0
0,4.99,1,42.25,47.82,106.4,1,0.55,234764.79,0.67,1.19,0.13,27,111,0,0,0.25,0.13,0.33,0.17,0.08,0.42,0.5
1,4.99,0.67,9.67,26.47,37.87,4.33,0.49,317179.5,0.68,0.94,0.32,49,137,0,0,0,0,0.5,0.5,0,0,0.33
0,24.99,0,0,53.97,64.93,43,0.41,2225947.51,0.92,0.98,0.86,41,64,18,0,0.33,0,0.67,0.33,0,0,0.67
0,4.99,1,19.25,46.07,116,4.2,0.31,122597.11,0.6,0.85,0.41,0,0,0,0,0.25,0.13,0.5,0.38,0.13,0,0.38
0,4.99,0.8,8,27.71,73,2,0.34,461099.74,0.53,0.89,0.25,67,224,0,0.33,0.2,0.2,0.6,0.2,0,0.2,0
0,24.99,1,1,26.57,49.9,4.8,0.29,1659961.33,0.59,0.69,0.52,294,589,0,0,0,0,0.67,0.33,0,0,0
0,4.99,1,98.71,44.41,65.28,21.93,0.34,92673.91,0.6,0.74,0.41,1,3,0,0,0,0,0.5,0.5,0,0,0.29
1,2.99,1,0.33,23.89,37.5,5.25,0.29,146822.55,0.57,0.81,0.45,33,64,5,0,0,0,0.75,0.25,0,0,0.67
1,49.99,0.17,0.33,64.85,136.63,11.36,0.31,1938580.87,0.71,0.93,0.39,333,612,142,0,0,0,0.89,0.11,0,0,0.17
0,4.99,0,0,31.1,39.93,22.27,0.33,90658.65,0.87,0.98,0.76,1240,1373,1107,0,0,0,0.33,0.67,0,0,0
1,4.99,0.75,41.5,32.82,54,11.73,0.35,124081.46,0.6,1.03,0.3,100,237,2,0,0.25,0,0.2,0.6,0.2,0,0.25
1,4.99,0.2,0.2,89.27,250,7.4,0.57,616155.21,0.84,1.04,0.52,88,177,30,0,0,0,0,0.33,0.67,0,0
0,9.99,0,0,83.54,145.6,38,0.37,415257.14,0.85,1.41,0.66,975,1631,134,0.5,0.25,0.13,0.48,0.39,0.12,0,0.75
0,4.99,0.57,40.29,71.14,169,0.83,0.34,123195.86,0.63,0.94,0.08,270,1124,0,0,0,0,0.67,0,0.33,0,0
0,4.99,0.4,0.6,38.76,63.18,3.08,0.33,887771.49,0.8,1.33,0.45,62,168,0,0,0.2,0.2,0,1,0,0,0.2
0,4.99,1,4.88,30.32,129.77,2.7,0.44,221974.87,0.63,0.85,0.3,1,2,0,0,0.13,0.13,0.33,0.67,0,0,0.25
0,4.99,1,210.5,108.77,214.5,55.9,0.38,136904.42,0.8,0.93,0.73,16,58,0,0,0,0,0.41,0.35,0.18,0.06,0.75
0,4.99,0,0,42.07,61,7.67,0.37,40050,0.79,1.14,0.3,4016,4072,3975,0,0,0,0.5,0.5,0,0,0
1,24.99,0.8,30.6,93.43,175.67,40.37,0.45,848942.51,0.83,0.95,0.64,18,64,0,0,0.4,0,0.58,0.35,0.04,0.04,0.8
0,49.99,0.13,0.38,598.1,2500,80,0.2,862264831.8,0.89,1.33,0.4,7510,13164,1,0.86,0,0,0.48,0.4,0.09,0.03,1
0,4.99,0.13,0.25,38.7,62.2,4,0.32,466813.54,0.72,1.17,0.43,104,450,3,0.5,0.25,0.13,0.5,0.38,0.13,0,0.75
0,4.99,0.43,0.43,46.94,133,3.54,0.36,1004895.98,0.5,0.81,0.23,8,23,0,0,0.14,0,1,0,0,0,0
1,4.99,1,5.83,29.41,46.93,1.4,0.33,153365.89,0.53,0.86,0.17,12,26,0,0,0.17,0.17,0.25,0.5,0.26,0,0.17
1,24.99,0.14,0.14,81.76,120,26,0.36,3826514.69,0.95,1.66,0.68,159,316,3,0.5,0.43,0.14,0.5,0.34,0.06,0.09,0.43
0,4.99,0.33,13.83,61.58,107,29.44,0.41,311963.44,0.87,0.99,0.68,31,57,0,1,0.17,0,0.57,0.35,0.04,0.04,0.33
1,24.99,0.5,1,65.85,119.6,2.2,0.35,824787.92,0.61,0.93,0.14,24,60,0,0,0.25,0,0.46,0.46,0.04,0.04,0
1,4.99,1,483,187.78,271.67,133.33,0.26,167218.2,0.73,0.83,0.64,0,0,0,1,0,0,0.35,0.57,0.09,0,1.33
0,4.99,0.5,18.33,20.14,28.67,5.27,0.41,341758.39,0.72,1.14,0.23,28,61,0,0,0.17,0.17,0.5,0.17,0.34,0,0.33
0,14.99,0.57,0.14,9.16,38,0,0.44,7130239.7,0.37,0.83,0,2,7,0,0,0.29,0.29,1,0,0,0,0
0,24.99,0.38,8.63,64.57,108.64,30.12,0.35,1223696.6,0.76,1.49,0.35,313,919,1,0,0.13,0.13,0.29,0.21,0.08,0.42,0.75
0,4.99,0.13,0.13,73.03,97.25,43.27,0.41,122846.52,0.93,1.35,0.6,462,1027,15,0,0.25,0.13,0.88,0.13,0,0,0.25
1,24.99,0.33,0.33,138.15,311,40.5,0.34,2137539.64,0.93,0.98,0.87,230,348,103,0,0,0,0.44,0.44,0.11,0,1
1,4.99,0.75,5,85.19,256.73,23.82,0.51,20880829.65,0.73,1.6,0.31,193,589,0,0,0,0,0.13,0.5,0.25,0.13,0
0,4.99,1,84,99.66,328.64,16.67,0.36,543612.56,1.03,2.31,0.6,111,327,0,0,0,0,0.5,0.14,0.21,0.14,0.67
0,4.99,0.5,3.33,131.85,583.17,6.67,0.51,1735359.43,0.93,1.77,0.34,281,800,0,0,0,0,0,0,0,0,0
1,9.99,0.57,7.29,130.47,308,25,0.44,934133.67,0.81,1.12,0.42,81,341,0,0.17,0,0,0.3,0.48,0.12,0.09,0.86
0,2.99,0.75,26.63,94.77,341.58,1.7,0.34,143213.97,0.78,1.43,0.13,149,629,0,0,0,0,0.48,0.39,0.06,0.06,0.63
1,9.99,0,0,125.87,253.33,83.5,0.39,1151105.27,0.99,1.14,0.85,209,317,124,0,0.33,0.17,0.36,0.43,0.21,0,0.17
0,4.99,0.2,0.2,54.02,84.09,1.82,0.32,427849.77,3.25,12.55,0.2,207,394,17,0,0,0.2,0,1,0,0,0
1,9.99,0.25,17.75,47.23,122.4,5.7,0.44,5423245.92,0.92,1.57,0.44,335,1064,27,0,0,0.25,0.63,0.38,0,0,0.5
0,4.99,1,2,50.02,119.33,1.4,0.37,787954.9,0.54,0.93,0.11,0,0,0,0,0.33,0.33,0.44,0.31,0.19,0.06,0.67
0,4.99,0.13,0.25,47.42,96.4,7.5,0.39,214531.43,0.77,1.17,0.4,113,291,1,0,0.13,0.13,0.33,0.5,0,0.17,0
0,4.99,0.2,0.2,64.13,109.33,1.07,0.33,104333.29,0.96,1.07,0.76,836,1063,609,0,0.4,0,0.56,0.33,0.11,0,0
1,24.99,0.14,0.57,46.23,72,18,0.35,570406.38,0.72,0.94,0.49,154,372,25,0,0.14,0.14,0.47,0.53,0,0,0.29
1,4.99,0.25,3.75,123.73,178,88.2,0.35,113158,0.9,0.97,0.82,247,341,184,0,0.5,0,0.36,0.64,0,0,0.5
1,9.99,0.2,0.2,43.77,64,25,0.36,690656.62,0.85,1.32,0.64,210,518,55,0,0.2,0,0.25,0.5,0,0.25,0.4
0,4.99,0.86,43.14,68.72,156.33,13.5,0.37,110979.08,0.77,1.18,0.43,85,289,0,0.33,0,0.14,0.67,0.33,0,0,0.43
0,4.99,0.88,8,63.52,250.07,0.53,0.3,298540.99,0.6,0.9,0.04,6,14,0,0,0.13,0,0.33,0.56,0.11,0,0.13
0,24.99,0.14,0.14,102.54,169.67,36.36,0.37,643595.44,1.1,2.13,0.7,2379,7042,1161,0,0,0,0,1,0,0,0
1,9.99,0.67,0.33,16.83,32.49,1.33,0.34,757135.61,0.61,0.94,0.11,63,153,0,0,0,0,0.5,0.5,0,0,0.33
1,2.99,1,4,100.78,222.67,25.68,0.36,712545.9,0.85,1.05,0.52,55,92,0,0,0,0.33,0.5,0.17,0.17,0.17,0.33
1,4.99,0.83,48.33,73.27,133.99,0.8,0.34,120180.27,0.78,1.28,0.27,45,95,0,0,0,0,1,0,0,0,0
0,24.99,0,0,74.73,131.4,26,0.32,205404.22,1.19,1.9,0.48,2507,3191,2151,0,0,0,0.56,0.44,0,0,0.33
0,4.99,0.67,117.67,47.53,143.73,0.6,0.29,131277.59,0.49,0.77,0.14,1,3,0,0,0,0,0.5,0.36,0.07,0.07,0.33
0,4.99,0.86,2.29,8.99,26.67,3.47,0.3,572528.53,0.46,0.79,0.3,7,25,0,0,0,0.14,0,1,0,0,0
1,4.99,1,0.86,26.78,73,0.8,0.28,479456.46,0.48,0.94,0.18,0,0,0,0,0.29,0,0.25,0.13,0.13,0.5,0
1,4.99,1,0.75,54.37,133.33,8.63,0.34,617782.32,0.72,0.96,0.57,11,22,0,0,0.25,0,0.58,0.42,0,0,0
1,9.99,0.67,0.33,58.94,78,24.09,0.37,206104.76,0.67,0.98,0.48,40,66,0,0,0,0,0.2,0.6,0.2,0,0.33
0,4.99,0,0,68.2,124.02,30,0.42,1746323,0.84,1.05,0.64,1097,1589,652,0,0,0,0.03,0.08,0,0.89,0.88
0,9.99,0.43,25.14,58.96,95.3,20.36,0.33,243005.52,0.88,1.21,0.63,620,2373,0,0,0,0,0.58,0.42,0,0,0.86
1,4.99,1,330,278.04,650,85,0.39,680406.24,0.83,0.95,0.71,11,34,0,0,0,0,0,0,0,1,1
0,9.99,0.57,1.43,77.65,120.48,14.67,0.4,932824.14,0.83,1.1,0.51,63,154,0,0.67,0.29,0.14,0.3,0.65,0.04,0,0.57
0,2.99,1,1.14,14,29.07,2.17,0.53,265348.05,0.64,0.9,0.35,10,24,0,0,0,0,0.5,0.5,0,0,0
1,4.99,1,3.2,54.16,100.7,22.4,0.37,491228.29,0.66,0.87,0.17,2,5,0,0,0.2,0,0.48,0.48,0,0.04,0.8
1,9.99,0,0,39.01,49.32,25,0.37,287771.56,0.7,0.88,0.53,439,865,92,0,0.25,0,0.71,0.29,0,0,0.75
0,4.99,0.8,7.8,157.43,511,10,0.38,483439.7,0.83,1.08,0.37,45,111,0,0,0.4,0.2,0.5,0.38,0.13,0,0.6
0,9.99,0.6,0.2,15.95,36,0.4,0.45,13998149.27,0.68,1.12,0.16,13,35,0,0,0,0,0,0,0,0,0
1,9.99,0.67,0.33,94.14,136.55,18.8,0.35,260985.11,0.74,0.96,0.53,124,346,6,0,0.33,0,0.33,0.44,0,0.22,0.33
1,4.99,0.5,9,51.51,69,33.52,0.33,1192211.18,0.68,0.93,0.55,85,126,63,0.33,0,0,0.36,0.45,0.18,0,0.25
1,4.99,0.67,23.33,102.84,198.07,36.47,0.25,143928.68,0.94,1.46,0.42,190,321,0,0,0.33,0,0.6,0.4,0,0,0
1,4.99,1,35.75,97.05,284.16,25,0.42,442343.23,0.7,0.93,0.53,10,20,1,0.5,0,0,0.43,0.43,0.1,0.05,1
1,9.99,1,9.67,92.77,188,31.5,0.4,507406.75,0.72,0.77,0.69,22,45,0,0,0,0,0.2,0.3,0.2,0.3,1
0,4.99,0.75,21.25,117.27,178.33,50,0.35,141336.49,1.4,3.14,0.77,101,202,0,0,0.25,0.25,0.4,0.4,0.2,0,0
0,4.99,0.17,0.17,101.29,178.4,0.2,0.26,192488.83,0.96,1.9,0.05,390,475,281,0,0,0,0,0,0,0,0
1,24.99,0.67,0.33,64.4,118.8,10,0.43,2051492.01,0.66,0.93,0.4,44,89,0,0,0,0,0.6,0.4,0,0,0
1,4.99,0.57,5.14,26.09,58.3,5.44,0.39,158230.94,0.69,0.92,0.3,28,68,0,0,0.14,0.29,0.33,0.5,0,0.17,0.29
0,24.99,0,0,77.55,134,10.23,0.41,458703.05,1,1.41,0.49,1325,2030,915,0,0,0,0.75,0.25,0,0,0
0,9.99,0.13,0.25,232.04,735,35,0.5,224954.39,0.95,1.9,0.59,1111,2746,25,0.5,0,0,0.4,0.35,0.05,0.2,1
1,9.99,0.4,25.2,127.06,225,76,0.47,119054.43,0.89,0.95,0.73,391,962,103,0,0,0,0.55,0.45,0,0,1
1,9.99,0.8,161.4,126.6,152.07,69.01,0.4,229070.89,0.78,0.91,0.68,3,5,1,0,0,0,0.68,0.32,0,0,0.8
1,4.99,1,22,25,38,7,0.43,336273.21,0.61,0.76,0.42,0,0,0,0,0.33,0.67,0.33,0.33,0.33,0,0.33
0,9.99,1,457,122.78,250,56.18,0.45,162230.09,0.79,0.88,0.63,26,56,0,0,0,0,0.45,0.45,0.1,0,1
1,4.99,0.17,2.83,55.11,80.1,12.5,0.47,106245.15,0.8,0.92,0.51,239,594,5,0,0,0,0.47,0.47,0.05,0,0.83
0,4.99,0.25,0.25,25.15,73.5,5,0.31,881664.65,0.58,0.98,0.34,61,175,5,0,0,0.25,0,0.8,0.2,0,0.25
0,4.99,0.83,0.5,12.86,51.17,0,0.38,589749.13,0.46,0.84,0,27,54,0,0,0.17,0,0,1,0,0,0.17
1,4.99,0.25,0.25,135.45,260.4,62.8,0.37,111815.94,1.24,1.96,0.7,1259,1536,815,0.33,0,0.25,1,0,0,0,0
0,2.99,0.5,2.67,64.03,120.06,9.4,0.32,110380.02,0.85,1.18,0.53,52,99,0,0,0.17,0,0.2,0.6,0.2,0,0.33
1,4.99,0.33,0.33,124.24,232.33,36.73,0.31,190201.93,0.74,0.84,0.61,334,906,0,0,0,0,0,1,0,0,0.33
0,4.99,1,31.33,39.41,91.48,5,0.36,698758.7,0.66,0.93,0.36,0,0,0,0,0.17,0.17,0.44,0.22,0.33,0,0.33
0,49.99,0,0,133.98,254.53,42.25,0.36,234125.67,0.92,1.3,0.64,11118,12364,10533,0.2,0,0,0.37,0.1,0.02,0.51,1
0,4.99,0.63,6.63,46.35,109,9.58,0.31,375745.63,0.67,0.99,0.43,27,76,0,0,0.13,0.13,0.44,0.44,0.11,0,0.25
0,4.99,1,50,66.67,153.33,4.8,0.28,1350290.02,0.75,1.13,0.54,137,275,0,0,0,0.33,0,0,0,1,0
0,24.99,0.2,0.4,235.33,1000,4.17,0.46,13348009.09,1.08,1.95,0.41,265,443,41,0,0,0,0,1,0,0,0
1,4.99,1,96.83,154.36,266.5,48,0.28,90029.36,0.77,0.89,0.42,105,245,0,1,0,0,0,0,0,0,0
0,4.99,1,2,18.82,30,0.4,0.53,577240.26,0.57,0.87,0.09,0,1,0,0,0,0.33,0.5,0.5,0,0,0.33
1,4.99,0.5,12.25,34.41,58.2,0,0.37,692808.62,0.54,0.89,0,2,4,0,0,0,0.25,0,0,0,0,0
1,9.99,0.33,0.33,204.78,213,200.34,0.37,31815994.25,1.22,1.64,0.9,437,1085,108,0,0.67,0,0.56,0.33,0.11,0,0.67
1,9.99,0,0,157.3,259,112,0.34,391230.62,0.91,1.03,0.79,467,929,261,0.75,0,0,0.53,0.35,0.13,0,1
0,4.99,0.43,14.29,29.75,85.5,6.76,0.46,315647.34,0.73,1.35,0.39,80,231,0,0,0.14,0.14,0.5,0.5,0,0,0.14
0,4.99,0,0,35.72,80.07,7.5,0.33,2022246.01,0.85,1.33,0.18,159,259,100,0,0.38,0.25,0.2,0.2,0,0.6,0.5
0,24.99,0.71,7.43,53.28,162,7,0.33,2697408.94,0.62,1.04,0.47,55,217,0,0,0,0,0.07,0.43,0,0.5,0.57
0,4.99,0.5,0.17,18.56,50.33,1.36,0.29,188718.23,0.36,0.59,0.1,0,1,0,0,0,0,0,0,0,0,0
0,9.99,1,47,94.46,189.38,35.5,0.41,506382.78,0.81,0.86,0.76,11,17,0,0,0.33,0,0.4,0.5,0.1,0,0.67
0,4.99,1,76.13,51.52,133.33,13.32,0.64,397064.46,0.74,0.9,0.42,17,55,0,0,0,0.13,0.31,0.62,0.08,0,0.5
0,9.99,0.5,3.75,67.79,124.33,18,0.25,543988.72,0.82,1.84,0.35,218,634,0,0,0.13,0.13,0,0,0,0,0
1,2.99,0.75,0.75,8.28,14,1.14,0.45,323928.64,0.42,0.58,0.28,0,0,0,0,0,0.25,0,0,0,0,0
0,9.99,0.13,0.13,52.93,100.13,16.4,0.35,316728.78,1.2,1.75,0.56,1084,2270,453,0,0.25,0.13,0.5,0.5,0,0,0.13
0,24.99,0,0,29.67,50,12,0.48,3080502.7,0.98,1.45,0.74,284,518,63,0,0,0,0.5,0.5,0,0,0.33
1,4.99,0.67,9.17,162.84,328.8,18,0.28,5563297.69,0.87,1.12,0.49,167,525,0,0.75,0.17,0,0.43,0.5,0.04,0.04,0.83
0,24.99,0.33,4,13.33,26.41,0.25,0.36,667631.09,0.6,0.94,0.25,676,1010,342,0,0,0,1,0,0,0,0.33
1,4.99,1,233.67,148.16,200.8,107,0.31,117568.43,0.87,0.93,0.76,10,27,2,0.67,0,0,0.45,0.43,0.08,0.04,1.33
1,4.99,0.4,12.8,59,90.2,11.3,0.45,212964.15,0.75,0.89,0.57,5,9,0,0,0.2,0,0.38,0.63,0,0,0.6
1,4.99,0.75,0.25,29.18,58.13,4.2,0.48,1064053.05,0.68,0.96,0.26,14,37,0,0,0.25,0,0.17,0.67,0.17,0,0.5
0,4.99,1,1.13,17.46,46.16,0.64,0.31,358906.4,0.45,0.86,0.05,97,287,0,0,0.13,0.25,0.67,0.33,0,0,0.25
0,4.99,0.4,3.4,76.09,158.88,5,0.37,8509053.51,0.88,1.41,0.33,325,1382,0,0,0.2,0,0.5,0.5,0,0,0
0,4.99,0.29,0.14,44.13,111.11,4,0.37,990467.11,0.8,1.55,0.2,104,268,0,0,0.14,0.29,0.67,0.33,0,0,0
0,4.99,1,1.83,17.16,49.67,0.93,0.35,780350.78,0.44,0.78,0.14,3,7,0,0,0.17,0.33,0.5,0.25,0,0.25,0.17
1,4.99,0.5,0.5,108.48,321.5,6.82,0.34,510179.6,1.24,2.88,0.18,179,625,0,0,0.25,0,0.25,0.5,0.25,0,0
0,4.99,0.43,0.43,19.59,61.7,3.16,0.33,455929.88,0.74,1.28,0.33,28,71,0,0,0.14,0,0,0,0,0,0
0,4.99,1,2.8,38.06,71.8,6,0.23,253484.33,0.58,0.87,0.28,42,85,0,0,0,0.2,0.33,0.56,0,0.11,0
1,24.99,0.33,1.33,113.4,157.18,66.67,0.35,255755.36,0.82,1.03,0.61,301,474,4,1,0,0,0.3,0.35,0.26,0.08,0.33
1,4.99,0,0,153.01,228.93,115.13,0.29,55856.91,0.86,0.98,0.71,1241,2185,558,1,0,0,0.6,0.39,0.01,0,0
1,4.99,0.71,73.57,112.35,265.46,3.81,0.36,256168.6,0.84,1.13,0.36,145,386,0,0.67,0.29,0,0.47,0.39,0.14,0,1
